sample_id,scenario_id,split,ground_truth,whisper_transcript,wer,is_error,avg_logprob,no_speech_prob,compression_ratio,temperature,noise_factor,language,S,D,I,N,domain_WER,domain_true,domain_pred,domain_correct,domain_TP,domain_FP,domain_FN,domain_precision,domain_recall,domain_S_total,domain_D_total,domain_I_total,domain_N_total,domain_WER_aggregate,domain_TP_total,domain_FP_total,domain_FN_total,domain_precision_aggregate,domain_recall_aggregate
nlu_0531_03,S0531,train,"Please help me confirm a meeting; this is after the latest information became available, the case team, during the present round of discussion.","Please help me confirm a meeting. This is after the latest information became available, the case team, during the present round of discussion.",0.0869565217391304,1,-0.2231666200301226,0.0042633158154785,1.2767857142857142,0.5,0.005,en,0,0,0,23,0.0,general,general,1,1000,0,0,1.0,1.0,69,7,3,23320,0.0033876500857632935,1000,0,0,1.0,1.0
nlu_0262_02,S0262,train,"The team is evaluating portfolio allocation in the context of asset weights, with particular attention to the reported issue; as part of the current review, the reviewing organization, while considering the current evidence. The record specifically references portfolio allocation.","The team is evaluating portfolio allocation in the context of asset weights, with particular attention to the reported issue. As part of the current review, the reviewing organization while considering the current evidence. The record specifically references portfolio allocation.",0.0769230769230769,1,-0.2521044991233132,0.003845885861665,1.6374269005847952,0.5,0.005,en,0,0,0,39,0.0,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0082_02,S0082,unseen,"The team is evaluating cerebral infarction in the context of diffusion restriction, with particular attention to the reported issue; during the latest review, the reviewing group, while considering the current evidence. The record specifically references cerebral infarction.","The team is evaluating cerebral infarction in the context of diffusion restriction, with particular attention to the reported issue, during the latest review, the reviewing group, while considering the current evidence. The record specifically references cerebral infarction.",0.027027027027027,1,-0.1206112163407462,0.0045478548854589,1.6176470588235294,0.5,0.005,en,0,0,0,37,0.0,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0040_04,S0040,train,"A detailed case was requested concerning the implications of troponin; during the latest review, the assigned professional, while considering the current evidence.","A detailed case was requested concerning the implications of troponin. During the latest review, the assigned professional while considering the current evidence.",0.1363636363636363,1,-0.3187870383262634,0.0018186825327575,1.361344537815126,0.5,0.005,en,0,0,0,22,0.0,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0360_04,S0360,train,"A detailed case was requested concerning the implications of material breach; at the current stage, the person handling the matter, while comparing the available options.","A detailed case was requested concerning the implications of material breach. At the current stage, the person handling the matter while comparing the available options.",0.12,1,-0.1608148921619762,0.0027815962675958,1.396694214876033,0.5,0.005,en,0,0,0,25,0.0,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0264_09,S0264,train,"The professional handling the matter is reviewing the effect of diversification on the overall situation and the associated observed changes; as part of the current review, the relevant team, after the latest information was reviewed.","The professional handling the matter is reviewing the effect of diversification on the overall situation and the associated observed changes. As part of the current review, the relevant team, after the latest information, was reviewed.",0.0857142857142857,1,-0.1935693699380626,0.0051912181079387,1.5359477124183007,0.5,0.005,en,0,0,0,35,0.0,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0219_08,S0219,train,"The case involves the reported concern involving mortgage underwriting, and the relevant relevant records is being assessed; during the most recent assessment, the technical or professional team, before the next decision. The record specifically references mortgage underwriting.","The case involves the reported concern involving mortgage underwriting and the relevant relevant records is being assessed during the most recent assessment, the technical or professional team before the next decision. The record specifically references mortgage underwriting.",0.081081081081081,1,-0.279880219317497,0.0052627716213464,1.6932515337423313,0.5,0.005,en,0,0,0,37,0.0,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0536_02,S0536,train,"Could you help me with check a booking? This is at the current stage, the reviewing group, while comparing the available options.","Could you help me with check a booking? This is at the current stage, the reviewing group, while comparing the available options.",0.0,0,-0.2626991887246409,0.0066769393160939,1.18348623853211,0.5,0.005,en,0,0,0,22,0.0,general,general,1,1000,0,0,1.0,1.0,69,7,3,23320,0.0033876500857632935,1000,0,0,1.0,1.0
nlu_0032_10,S0032,train,"Further review is needed before a final decision is made about the decision surrounding ischemic pattern; during the most recent assessment, the relevant team, while comparing the available options. The record specifically references ST-segment elevation.","Further review is needed before a final decision is made about the decision surrounding ischemic pattern. During the most recent assessment, the relevant team while comparing the available options. The record specifically references ST Segment Elevation.",0.1714285714285714,1,-0.3084755878822476,0.0021485784091055,1.4767441860465116,0.5,0.005,en,0,0,0,36,0.0,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0017_08,S0017,train,"The case involves the reported concern involving coronary artery disease, and the relevant relevant records is being assessed; during the ongoing evaluation, the assigned professional, while comparing the available options. The record specifically references coronary artery disease.","The case involves the reported concern involving coronary artery disease and the relevant relevant records is being assessed. During the ongoing evaluation, the assigned professional, while comparing the available options. The record specifically references coronary artery disease.",0.081081081081081,1,-0.2483479441428671,0.0053558675572276,1.6785714285714286,0.5,0.005,en,0,0,0,37,0.0,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0075_07,S0075,train,"The latest review focused on the evidence related to focal neurological deficit; as part of the current review, the current reviewer, before the matter is finalized. The discussion also considers cerebral infarction.","The latest review focused on the evidence related to focal neurological deficit. As part of the current review, the current reviewer, before the matter, is finalized. The discussion also considers cerebral infarction.",0.09375,1,-0.1364724382441094,0.003885403741151,1.5174825174825175,0.5,0.005,en,0,0,0,32,0.0,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0548_01,S0548,validation,"I need help with change a reservation, at the current stage, the assigned professional, while considering the current evidence.","I need help with change or reservation at the current stage, the assigned professional, while considering the current evidence.",0.1052631578947368,1,-0.2463099098205566,0.003962991759181,1.2959183673469388,0.5,0.005,en,1,0,0,19,0.0526315789473684,general,general,1,1000,0,0,1.0,1.0,69,7,3,23320,0.0033876500857632935,1000,0,0,1.0,1.0
nlu_0371_08,S0371,unseen,"The case involves the reported concern involving termination provision, and the relevant relevant records is being assessed; in the current round of review, the person handling the matter, before the next decision. The record specifically references termination provision.","The case involves the reported concern involving termination provision, and the relevant, relevant records is being assessed. In the current round of review, the person handling the matter before the next decision. The record specifically references termination provision.",0.1052631578947368,1,-0.3099647737898917,0.0086912894621491,1.6287425149700598,0.5,0.005,en,0,0,0,38,0.0,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0277_05,S0277,unseen,"The specialist discussed the documented issue involving P/E during the latest review; after the recent update, the relevant team, before the next decision. The record specifically references price-to-earnings ratio.","The specialist discussed the documented issue involving PE during the latest review, after the recent update, the relevant team before the next decision. The record specifically references price to earnings ratio.",0.2068965517241379,1,-0.2672360511053176,0.0027261790819466,1.429530201342282,0.5,0.005,en,1,1,0,32,0.0625,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0512_03,S0512,unseen,"Please help me plan a trip; this is in the current round of review, the reviewing organization, before the next decision.","Please help me plan a trip. This is in the current round of review, the reviewing organization before the next decision.",0.1428571428571428,1,-0.2594217194451226,0.0094765927642583,1.2121212121212122,0.5,0.005,en,0,0,0,21,0.0,general,general,1,1000,0,0,1.0,1.0,69,7,3,23320,0.0033876500857632935,1000,0,0,1.0,1.0
nlu_0401_07,S0401,train,"The latest record focused on the evidence related to sworn statement; at the current stage, the person handling the matter, before the next decision. The discussion also considers witness testimony.","The latest record focused on the evidence related to sworn statement. At the current stage, the person handling the matter before the next decision. The discussion also considers witness testimony.",0.1,1,-0.1626572608947754,0.0032566399313509,1.437956204379562,0.5,0.005,en,0,0,0,30,0.0,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0188_02,S0188,train,"The team is evaluating levothyroxine in the context of TSH, with particular attention to the reported issue; following the previous discussion, the current reviewer, before the matter is finalized. The record specifically references levothyroxine.","The team is evaluating Levothiric Sign in the context of TSH with particular attention to the reported issue. Following the previous discussion, the current reviewer, before the matter is finalized. The record specifically references Levothiric Sign.",0.2058823529411764,1,-0.2107681621204723,0.0028497809544205,1.4534883720930232,0.5,0.005,en,2,0,2,34,0.1176470588235294,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0576_07,S0576,train,"I would like to check a booking; the situation is during the latest review, the responsible specialist, before the next decision.","I would like to check a booking. The situation is during the latest review, the responsible specialist, before the next decision.",0.0952380952380952,1,-0.2972922027111053,0.0030606244690716,1.2285714285714286,0.5,0.005,en,0,0,0,21,0.0,general,general,1,1000,0,0,1.0,1.0,69,7,3,23320,0.0033876500857632935,1000,0,0,1.0,1.0
nlu_0320_04,S0320,train,"A detailed case was requested concerning the implications of confidentiality clause; as part of the current review, the decision-making group, after the latest information was reviewed.","A detailed case was requested concerning the implications of confidentiality clause. As part of the current review, the decision-making group, after the latest information was reviewed.",0.0769230769230769,1,-0.2159596262751399,0.0033968163188546,1.4015151515151516,0.5,0.005,en,0,0,0,27,0.0,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0376_05,S0376,train,"The specialist discussed the documented issue involving termination right during the latest assessment; at the next decision point, the assigned professional, before the next decision. The record specifically references termination provision.","The specialist discussed the documented issue involving termination right during the latest assessment. At the next decision point, the assigned professional before the next decision. The record specifically references termination provision.",0.0967741935483871,1,-0.251565002259754,0.0041618114337325,1.596026490066225,0.5,0.005,en,0,0,0,31,0.0,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0563_06,S0563,train,"I am trying to ask about a delivery, and this is as part of the current review, the person handling the matter, during the present round of discussion.","I am trying to ask about a delivery, and this is as part of the current review, the person handling the matter during the present round of discussion.",0.0357142857142857,1,-0.1924924149232752,0.0046634180471301,1.327433628318584,0.5,0.005,en,0,0,0,28,0.0,general,general,1,1000,0,0,1.0,1.0,69,7,3,23320,0.0033876500857632935,1000,0,0,1.0,1.0
nlu_0490_05,S0490,validation,"The specialist discussed the documented issue involving attention during the latest incident; at the current stage, the assigned professional, before the next decision. The record specifically references transformer model.","The specialist discussed the documented issue involving attention during the latest incident. At the current stage, the assigned professional before the next decision. The record specifically references transformer model.",0.1034482758620689,1,-0.2850308418273926,0.0031886210199445,1.4635761589403973,0.5,0.005,en,0,0,0,29,0.0,technology,technology,1,586,1,34,0.9982964224872232,0.9451612903225808,144,93,83,19884,0.016093341380004022,586,1,34,0.9982964224872232,0.9451612903225807
nlu_0411_03,S0411,unseen,"The current available evidence requires further account, especially in relation to the relationship between motion to dismiss and complaint; at the current stage, the relevant team, during the present round of discussion. The discussion also considers complaint.","The current available evidence requires further account, especially in relation to the relationship between motion to dismiss and complaint. At the current stage, the relevant team during the present round of discussion. The discussion also considers complaint.",0.081081081081081,1,-0.2723298948638293,0.0081037590280175,1.5914634146341464,0.5,0.005,en,0,0,0,37,0.0,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0127_02,S0127,unseen,"The team is evaluating neuropathy in the context of sensory deficit, with particular attention to the reported issue; at the current stage, the case team, after the latest information was reviewed. The record specifically references neuropathy.","The team is evaluating neuropathy in the context of sensory deficit, with particular attention to the reported issue. At the current stage, the case team after the latest information was reviewed. The record specifically references neuropathy.",0.0833333333333333,1,-0.3065521430969238,0.00233687274158,1.5,0.5,0.005,en,0,0,0,36,0.0,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0234_09,S0234,unseen,"The professional handling the matter is reviewing the effect of loan delinquency on the overall situation and the associated observed changes; following the previous discussion, the relevant team, before the next decision.","The professional handling the matter is reviewing the effect of loan delinquency on the overall situation, and the associated observed changes. Following the previous discussion, the relevant team before the next decision.",0.125,1,-0.2023212909698486,0.0076000359840691,1.4799999999999998,0.5,0.005,en,0,0,0,32,0.0,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0009_05,S0009,train,"The specialist discussed the documented issue involving atrial fibrillation during the latest account; during the ongoing evaluation, the reviewing organization, after the latest information was reviewed. The record specifically references irregularly irregular rhythm.","The specialist discussed the documented issue involving atrial fibrillation during the latest account. During the ongoing evaluation, the reviewing organization, after the latest information was reviewed. The record specifically references irregularly irregular rhythm.",0.0606060606060606,1,-0.138537056592046,0.0054232655093073,1.6107784431137724,0.5,0.005,en,0,0,0,33,0.0,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0383_02,S0383,validation,"The team is evaluating plaintiff in the context of civil action, with particular attention to the reported issue; at the next decision point, the relevant team, after the latest information was reviewed. The record specifically references plaintiff.","The team is evaluating plaintiff in the context of civil action, with particular attention to the reported issue. At the next decision point, the relevant team, after the latest information was reviewed. The record specifically references plaintiff.",0.054054054054054,1,-0.2888571166992187,0.0034411875531077,1.509090909090909,0.5,0.005,en,0,0,0,37,0.0,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0266_04,S0266,train,"A detailed adjustment was requested concerning the implications of portfolio allocation; during the most recent assessment, the person handling the matter, while comparing the available options.","A detailed adjustment was requested concerning the implications of portfolio allocation. During the most recent assessment, the person handling the matter while comparing the available options.",0.1153846153846153,1,-0.1545066833496093,0.0022022498305886,1.4511278195488722,0.5,0.005,en,0,0,0,26,0.0,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0555_06,S0555,train,"I am trying to ask for opening hours, and this is as part of the current review, the relevant team, before the next decision.","I am trying to ask for opening hours, and this is as part of the current review, the relevant team, before the next decision.",0.0,0,-0.190292804471908,0.0061995508149266,1.2376237623762376,0.5,0.005,en,0,0,0,24,0.0,general,general,1,1000,0,0,1.0,1.0,69,7,3,23320,0.0033876500857632935,1000,0,0,1.0,1.0
nlu_0275_07,S0275,unseen,"The latest review focused on the evidence related to enterprise value; after the latest information became available, the case team, while comparing the available options. The discussion also considers discounted cash flow.","the latest review focused on the evidence related to enterprise value. After the latest information became available, the case team, while comparing the available options. The discussion also considers discounted cash flow.",0.09375,1,-0.2975835178209388,0.0030110524967312,1.4966442953020134,0.5,0.005,en,0,0,0,32,0.0,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0286_09,S0286,train,"The professional handling the matter is reviewing the effect of realized return on the overall situation and the associated observed changes; during the most recent assessment, the reviewing group, before the matter is finalized.","The professional handling the matter is reviewing the effect of realized return on the overall situation and the associated observed changes. During the most recent assessment, the reviewing group before the matter is finalized.",0.088235294117647,1,-0.1539350123632522,0.0063351229764521,1.5616438356164384,0.5,0.005,en,0,0,0,34,0.0,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0100_07,S0100,unseen,"The latest exposure focused on the evidence related to EEG; at the next decision point, the reviewing group, before the next decision. The discussion also considers seizure activity.","the latest exposure focused on the evidence related to EEG. At the next decision point, the reviewing group before the next decision. The discussion also considers seizure activity.",0.1428571428571428,1,-0.2945864017193134,0.0036040656268596,1.392307692307692,0.5,0.005,en,0,0,0,28,0.0,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0023_09,S0023,train,"The professional handling the matter is reviewing the effect of coronary stenosis on the overall situation and the associated observed changes; as part of the current review, the case team, while comparing the available options.","The professional handling the matter is reviewing the effect of coronary stenosis on the overall situation and the associated observed changes. As part of the current review, the case team, while comparing the available options.",0.0571428571428571,1,-0.1315330717298719,0.0061691906303167,1.509933774834437,0.5,0.005,en,0,0,0,35,0.0,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0327_05,S0327,train,"The specialist discussed the documented issue involving contract performance during the latest screening; at the current stage, the current reviewer, while considering the current evidence. The record specifically references force majeure.","The specialist discussed the documented issue involving contract performance during the latest screening. At the current stage, the current reviewer, while considering the current evidence. The record specifically references Force Majira.",0.1290322580645161,1,-0.2351841709830544,0.0036412843037396,1.4875,0.5,0.005,en,1,0,0,31,0.032258064516129,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0483_09,S0483,train,"The professional handling the matter is reviewing the effect of embedding on the overall situation and the associated observed changes; at the next decision point, the technical or professional team, after the latest information was reviewed.","The professional handling the matter is reviewing the effect of embedding on the overall situation and the associated observed changes. At the next decision point, the technical or professional team after the latest information was reviewed.",0.0833333333333333,1,-0.123935678270128,0.0063130930066108,1.5548387096774194,0.5,0.005,en,0,0,0,36,0.0,technology,technology,1,586,1,34,0.9982964224872232,0.9451612903225808,144,93,83,19884,0.016093341380004022,586,1,34,0.9982964224872232,0.9451612903225807
nlu_0395_03,S0395,train,"The current available evidence requires further authorization, especially in relation to the relationship between deposition and witness testimony; after the latest information became available, the relevant team, before the matter is finalized. The discussion also considers witness testimony.","The current available evidence requires further authorization, especially in relation to the relationship between deposition and witness testimony. After the latest information became available, the relevant team, before the matter, is finalized. The discussion also considers witness testimony.",0.0789473684210526,1,-0.1057296735899789,0.0053872182033956,1.629834254143646,0.5,0.005,en,0,0,0,38,0.0,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0546_10,S0546,train,"I need some information because I want to check train status; at the current stage, the technical or professional team, while comparing the available options.","I need some information because I want to check train status. At the current stage, the technical or professional team while comparing the available options.",0.12,1,-0.3109980207501036,0.0035469762515276,1.3083333333333331,0.5,0.005,en,0,0,0,25,0.0,general,general,1,1000,0,0,1.0,1.0,69,7,3,23320,0.0033876500857632935,1000,0,0,1.0,1.0
nlu_0384_03,S0384,train,"The current available evidence requires further exposure, especially in relation to the relationship between plaintiff and claim; at the current stage, the reviewing organization, while comparing the available options. The discussion also considers claim.","The current available evidence requires further exposure, especially in relation to the relationship between plaintiff and claim. At the current stage, the reviewing organization while comparing the available options. The discussion also considers claim.",0.088235294117647,1,-0.2451200485229492,0.0054671294055879,1.539393939393939,0.5,0.005,en,0,0,0,34,0.0,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0166_03,S0166,validation,"The current available evidence requires further monitoring, especially in relation to the relationship between warfarin and anticoagulation; after the latest information became available, the current reviewer, while comparing the available options. The discussion also considers anticoagulation.","The current available evidence requires further monitoring, especially in relation to the relationship between Warfarin and anticoagulation. After the latest information became available, the current reviewer, while comparing the available options. The discussion also considers anticoagulation.",0.0833333333333333,1,-0.1740671291685941,0.0068073160946369,1.6120218579234973,0.5,0.005,en,0,0,0,36,0.0,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0008_10,S0008,train,"Further authorization is needed before a final decision is made about the decision surrounding coronary occlusion; following the previous discussion, the current reviewer, after the latest information was reviewed. The record specifically references myocardial ischemia.","Further authorization is needed before a final decision is made about the decision surrounding coronary occlusion. Following the previous discussion, the current reviewer, after the latest information was reviewed. The record specifically references myocardial ischemia.",0.0571428571428571,1,-0.124366598309211,0.0033276211470365,1.542857142857143,0.5,0.005,en,0,0,0,35,0.0,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0097_05,S0097,train,"The specialist discussed the documented issue involving seizure activity during the latest review; following the previous discussion, the assigned professional, before the next decision. The record specifically references seizure disorder.","The specialist discussed the documented issue involving seizure activity during the latest review, following the previous discussion, the assigned professional, before the next decision. The records specifically references seizure disorder.",0.0666666666666666,1,-0.2160424732026599,0.0031456758733838,1.528662420382166,0.5,0.005,en,1,0,0,30,0.0333333333333333,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
