sample_id,scenario_id,split,ground_truth,whisper_transcript,wer,is_error,avg_logprob,no_speech_prob,compression_ratio,temperature,noise_factor,language
nlu_0483_09,S0483,train,"The professional handling the matter is reviewing the effect of embedding on the overall situation and the associated observed changes; at the next decision point, the technical or professional team, after the latest information was reviewed.","The professional handling the matter is reviewing the effect of embedding on the overall situation and the associated observed changes. At the next decision point, the technical or professional team after the latest information was reviewed.",0.08333333333333333,1,-0.12393567827012804,0.00631309300661087,1.5548387096774194,0.5,0.005,en
nlu_0395_03,S0395,train,"The current available evidence requires further authorization, especially in relation to the relationship between deposition and witness testimony; after the latest information became available, the relevant team, before the matter is finalized. The discussion also considers witness testimony.","The current available evidence requires further authorization, especially in relation to the relationship between deposition and witness testimony. After the latest information became available, the relevant team, before the matter, is finalized. The discussion also considers witness testimony.",0.07894736842105263,1,-0.1057296735899789,0.005387218203395605,1.6298342541436461,0.5,0.005,en
nlu_0546_10,S0546,train,"I need some information because I want to check train status; at the current stage, the technical or professional team, while comparing the available options.","I need some information because I want to check train status. At the current stage, the technical or professional team while comparing the available options.",0.12,1,-0.3109980207501036,0.003546976251527667,1.3083333333333333,0.5,0.005,en
nlu_0384_03,S0384,train,"The current available evidence requires further exposure, especially in relation to the relationship between plaintiff and claim; at the current stage, the reviewing organization, while comparing the available options. The discussion also considers claim.","The current available evidence requires further exposure, especially in relation to the relationship between plaintiff and claim. At the current stage, the reviewing organization while comparing the available options. The discussion also considers claim.",0.08823529411764706,1,-0.24512004852294922,0.005467129405587912,1.5393939393939393,0.5,0.005,en
nlu_0166_03,S0166,validation,"The current available evidence requires further monitoring, especially in relation to the relationship between warfarin and anticoagulation; after the latest information became available, the current reviewer, while comparing the available options. The discussion also considers anticoagulation.","The current available evidence requires further monitoring, especially in relation to the relationship between Warfarin and anticoagulation. After the latest information became available, the current reviewer, while comparing the available options. The discussion also considers anticoagulation.",0.08333333333333333,1,-0.1740671291685941,0.006807316094636917,1.6120218579234973,0.5,0.005,en
nlu_0008_10,S0008,train,"Further authorization is needed before a final decision is made about the decision surrounding coronary occlusion; following the previous discussion, the current reviewer, after the latest information was reviewed. The record specifically references myocardial ischemia.","Further authorization is needed before a final decision is made about the decision surrounding coronary occlusion. Following the previous discussion, the current reviewer, after the latest information was reviewed. The record specifically references myocardial ischemia.",0.05714285714285714,1,-0.124366598309211,0.0033276211470365524,1.542857142857143,0.5,0.005,en
nlu_0097_05,S0097,train,"The specialist discussed the documented issue involving seizure activity during the latest review; following the previous discussion, the assigned professional, before the next decision. The record specifically references seizure disorder.","The specialist discussed the documented issue involving seizure activity during the latest review, following the previous discussion, the assigned professional, before the next decision. The records specifically references seizure disorder.",0.06666666666666667,1,-0.21604247320265993,0.0031456758733838797,1.528662420382166,0.5,0.005,en
nlu_0093_07,S0093,train,"The latest response focused on the evidence related to electroencephalography; during the ongoing evaluation, the relevant team, before the next decision. The discussion also considers seizure disorder.","The latest response focused on the evidence related to electroencephalography during the ongoing evaluation, the relevant team, before the next decision. The discussion also considers seizure disorder.",0.037037037037037035,1,-0.17841011438614282,0.0023431808222085238,1.4460431654676258,0.5,0.005,en
nlu_0080_05,S0080,train,"The specialist discussed the documented issue involving cerebral infarction during the latest report; following the previous discussion, the assigned professional, while considering the current evidence. The record specifically references ischemic stroke.","The specialist discussed the documented issue involving cerebral infarction during the latest report, following the previous discussion, the assigned professional, while considering the current evidence. The record specifically references ischemic stroke.",0.03225806451612903,1,-0.23532305372522233,0.00468535115942359,1.5361445783132528,0.5,0.005,en
nlu_0338_10,S0338,train,"Further record is needed before a final decision is made about the decision surrounding contract interpretation; during the latest review, the current reviewer, while comparing the available options. The record specifically references governing law.","Further record is needed before a final decision is made about the decision surrounding contract interpretation. During the latest review, the current reviewer, while comparing the available options. The record specifically references governing law.",0.058823529411764705,1,-0.28858815068783966,0.003568576881662011,1.5182926829268293,0.5,0.005,en
nlu_0317_05,S0317,train,"The specialist discussed the documented issue involving confidential information during the latest review; during the latest review, the responsible specialist, while comparing the available options. The record specifically references confidentiality clause.","The specialist discussed the documented issue involving confidential information during the latest review. During the latest review, the responsible specialist, while comparing the available options. The record specifically references confidentiality clause.",0.06451612903225806,1,-0.3176236928895462,0.0037943553179502487,1.653846153846154,0.5,0.005,en
nlu_0466_08,S0466,train,"The case involves the reported concern involving REST API, and the relevant relevant records is being assessed; after the recent update, the reviewing group, during the present round of discussion. The record specifically references REST API.","The case involves the reported concern involving REST API and the relevant relevant records is being assessed. After the recent update, the reviewing group, during the present round of discussion. The records specifically references REST API.",0.1111111111111111,1,-0.2449166679382324,0.0066725038923323154,1.5220125786163523,0.5,0.005,en
nlu_0332_02,S0332,train,"The team is evaluating indemnification clause in the context of losses, with particular attention to the reported issue; as part of the current review, the person handling the matter, after the latest information was reviewed. The record specifically references indemnification clause.","The team is evaluating indemnification clause in the context of losses, with particular attention to the reported issue. As part of the current review, the person handling the matter after the latest information was reviewed. The record specifically references indemnification clause.",0.07317073170731707,1,-0.3072215967011033,0.0030684161465615034,1.632183908045977,0.5,0.005,en
nlu_0394_05,S0394,validation,"The specialist discussed the documented issue involving witness testimony during the latest transfer; in the current round of review, the current reviewer, before the next decision. The record specifically references deposition.","The specialist discussed the documented issue involving witness testimony during the latest transfer. In the current round of review, the current reviewer before the next decision. The record specifically references deposition.",0.0967741935483871,1,-0.14278640065874373,0.0038022384978830814,1.5133333333333334,0.5,0.005,en
nlu_0108_05,S0108,train,"The specialist discussed the documented issue involving visual aura during the latest model; at the current stage, the decision-making group, during the present round of discussion. The record specifically references migraine with aura.","The specialist discussed the documented issue involving visual aura during the latest model. At the current stage, the decision making group during the present round of discussion. The record specifically references migraine with aura.",0.15151515151515152,1,-0.22902024586995443,0.004510850179940462,1.5064102564102564,0.5,0.005,en
nlu_0485_01,S0485,train,"The current findings was reviewed in relation to vector database and embedding, at the next decision point, the decision-making group, while considering the current evidence.","The current findings was reviewed in relation to vector database and embedding. At the next decision point, the decision making group while considering the current evidence.",0.2,1,-0.19567326136997767,0.0025599224027246237,1.373015873015873,0.5,0.005,en
nlu_0419_04,S0419,train,"A detailed analysis was requested concerning the implications of summary judgment; during the latest review, the decision-making group, during the present round of discussion.","A detailed analysis was requested concerning the implications of summary judgment. During the latest review, the decision-making group, during the present round of discussion.",0.08333333333333333,1,-0.1816983767918178,0.0036798601504415274,1.3565891472868217,0.5,0.005,en
nlu_0203_05,S0203,train,"The specialist discussed the documented issue involving anti-money laundering during the latest record; after the recent update, the relevant team, before the matter is finalized. The record specifically references AML.","The specialists discussed the documented issue involving anti-money laundering during the latest record. After the recent update, the relevant team, before the matter is finalized. The record specifically references AML.",0.1,1,-0.16722182167900934,0.0034217184875160456,1.4285714285714286,0.5,0.005,en
nlu_0568_08,S0568,train,"Is it possible to change a reservation, considering in the current round of review, the person handling the matter, before the matter is finalized?","Is it possible to change a reservation? Considering in the current round of review, the person handling the matter before the matter is finalized.",0.16666666666666666,1,-0.35064002871513367,0.008812673389911652,1.3035714285714286,0.5,0.005,en
nlu_0464_05,S0464,train,"The specialist discussed the documented issue involving HTTP endpoint during the latest monitoring; as part of the current review, the case team, during the present round of discussion. The record specifically references REST API.","The specialist discussed the documented issue involving HTTP endpoint during the latest monitoring, as part of the current review, the case team, during the present round of discussion. The record specifically references REST API.",0.029411764705882353,1,-0.3150282735409944,0.003946682903915644,1.4285714285714286,0.5,0.005,en
nlu_0175_06,S0175,validation,"The available evidence was considered before deciding how to address the current status of atorvastatin; following the previous discussion, the responsible specialist, while comparing the available options.","The available evidence was considered before deciding how to address the current status of Adorvastatin. Following the previous discussion, the responsible specialist, while comparing the available options.",0.07407407407407407,1,-0.31840507984161376,0.004848876036703587,1.4206896551724137,0.5,0.005,en
nlu_0315_04,S0315,train,"A detailed transfer was requested concerning the implications of confidentiality clause; at the next decision point, the reviewing organization, during the present round of discussion.","A detailed transfer was requested concerning the implications of confidentiality clause. At the next decision point, the reviewing organization during the present round of discussion.",0.12,1,-0.1746463053154223,0.00398429436609149,1.4076923076923078,0.5,0.005,en
nlu_0327_04,S0327,train,"A detailed strategy was requested concerning the implications of force majeure; at the current stage, the current reviewer, while considering the current evidence.","A detailed strategy was requested concerning the implications of force majura. At the current stage, the current reviewer, while considering the current evidence.",0.08695652173913043,1,-0.20237122160015683,0.0025344311725348234,1.4086956521739131,0.5,0.005,en
nlu_0313_02,S0313,train,"The team is evaluating yield curve in the context of maturity, with particular attention to the reported issue; as part of the current review, the person handling the matter, while considering the current evidence. The record specifically references yield curve.","The team is evaluating yield curve in the context of maturity, with particular attention to the reported issue. As part of the current review, the person handling the matter while considering the current evidence. The record specifically references yield curve.",0.075,1,-0.11939169810368465,0.003690819488838315,1.562874251497006,0.5,0.005,en
nlu_0146_02,S0146,train,"The team is evaluating amoxicillin in the context of bacterial infection, with particular attention to the reported issue; as part of the current review, the reviewing organization, while comparing the available options. The record specifically references amoxicillin.","The team is evaluating amoxicillin in the context of bacterial infection, with particular attention to the reported issue, as part of the current review, the reviewing organization, while comparing the available options. The record specifically references amoxicillin.",0.02702702702702703,1,-0.17458324772971018,0.0029676537960767746,1.567251461988304,0.5,0.005,en
nlu_0044_10,S0044,train,"Further account is needed before a final decision is made about the decision surrounding ejection fraction; during the ongoing evaluation, the relevant team, while considering the current evidence. The record specifically references echocardiography.","Further account is needed before a final decision is made about the decision surrounding ejection fraction. During the ongoing evaluation, the relevant team, while considering the current evidence. The record specifically references echocardiography.",0.06060606060606061,1,-0.1718589973449707,0.003494721371680498,1.524390243902439,0.5,0.005,en
nlu_0332_07,S0332,train,"The latest transfer focused on the evidence related to losses; as part of the current review, the person handling the matter, after the latest information was reviewed. The discussion also considers indemnity.","The latest transfer focused on the evidence related to losses. As part of the current review, the person handling the matter after the latest information was reviewed. The discussion also considers indemnity.",0.09375,1,-0.2404332160949707,0.0031006820499897003,1.4545454545454544,0.5,0.005,en
nlu_0455_04,S0455,validation,"A detailed transfer was requested concerning the implications of OAuth 2.0; during the ongoing evaluation, the case team, during the present round of discussion.","A detailed transfer was requested concerning the implications of OAuth 2. During the ongoing evaluation, the case team during the present round of discussion.",0.125,1,-0.16138173594619287,0.004194297827780247,1.3277310924369747,0.5,0.005,en
nlu_0299_02,S0299,validation,"The team is evaluating bond duration in the context of fixed income, with particular attention to the reported issue; in the current round of review, the relevant team, while considering the current evidence. The record specifically references bond duration.","The team is evaluating bond duration in the context of fixed income, with particular attention to the reported issue. In the current round of review, the relevant team, while considering the current evidence. The record specifically references bond duration.",0.05128205128205128,1,-0.1552128058213454,0.004915227182209492,1.5731707317073171,0.5,0.005,en
nlu_0209_01,S0209,train,"The current findings was reviewed in relation to deposit account and account balance, at the current stage, the case team, while considering the current evidence.","The current findings was reviewed in relation to deposit account and account balance. At the current stage, the case team, while considering the current evidence.",0.08,1,-0.2519386796390309,0.001801184262149036,1.4336283185840708,0.5,0.005,en
nlu_0403_01,S0403,train,"The current findings was reviewed in relation to discovery and document production, as part of the current review, the responsible specialist, during the present round of discussion.","The current findings was reviewed in relation to discovery and document production. As part of the current review, the responsible specialist during the present round of discussion.",0.1111111111111111,1,-0.16936935697283065,0.0029221021104604006,1.4031007751937985,0.5,0.005,en
nlu_0146_05,S0146,train,"The specialist discussed the documented issue involving antibiotic during the latest strategy; as part of the current review, the reviewing organization, while comparing the available options. The record specifically references amoxicillin.","The specialist discussed the documented issue involving antibiotic during the latest strategy, as part of the current review, the reviewing organization, while comparing the available options. The record specifically references amoxicillin.",0.03225806451612903,1,-0.28526446024576824,0.001965822884812951,1.4906832298136645,0.5,0.005,en
nlu_0026_05,S0026,unseen,"The specialist discussed the documented issue involving electrocardiographic changes during the latest strategy; after the latest information became available, the reviewing organization, before the matter is finalized. The record specifically references ST-segment elevation.","The specialist discussed the documented issue involving electrocardiographic changes during the latest strategy. After the latest information became available, the reviewing organization, before the matter is finalized. The record specifically references ST Segment Elevation.",0.15151515151515152,1,-0.13088693805769377,0.0038150050677359104,1.491891891891892,0.5,0.005,en
