sample_id,scenario_id,split,ground_truth,whisper_transcript,wer,is_error,avg_logprob,no_speech_prob,compression_ratio,temperature,language
nlu_0277_05,S0277,unseen,"The specialist discussed the documented issue involving P/E during the latest review; after the recent update, the relevant team, before the next decision. The record specifically references price-to-earnings ratio.","The specialist discussed the documented issue involving P.E. during the latest review, after the recent update, the relevant team, before the next decision. The record specifically references price to earnings ratio.",0.172413793103448,1,-0.207086844877763,0.00783174578100443,1.43046357615894,0,en
nlu_0512_03,S0512,unseen,"Please help me plan a trip; this is in the current round of review, the reviewing organization, before the next decision.",Please help me plan a trip. This is in the current round of review the reviewing organization before the next decision.,0.19047619047619,1,-0.21483012346121,0.0195485949516296,1.21428571428571,0,en
nlu_0401_07,S0401,train,"The latest record focused on the evidence related to sworn statement; at the current stage, the person handling the matter, before the next decision. The discussion also considers witness testimony.","The latest record focused on the evidence related to sworn statement. At the current stage, the person handling the matter before the next decision. The discussion also considers witness testimony.",0.1,1,-0.258548713311916,0.00554149178788066,1.43795620437956,0,en
nlu_0188_02,S0188,train,"The team is evaluating levothyroxine in the context of TSH, with particular attention to the reported issue; following the previous discussion, the current reviewer, before the matter is finalized. The record specifically references levothyroxine.","The team is evaluating Levothiric Sign in the context of TSH, with particular attention to the reported issue. Following the previous discussion, the current reviewer, before the matter, is finalized. The record specifically references Levothiric Sign.",0.205882352941176,1,-0.203401113811292,0.00702884886413813,1.46511627906977,0,en
nlu_0576_07,S0576,train,"I would like to check a booking; the situation is during the latest review, the responsible specialist, before the next decision.","I would like to check a booking. The situation is during the latest review, the responsible specialist, before the next decision.",0.0952380952380952,1,-0.198586463928223,0.00672941887751222,1.22857142857143,0,en
nlu_0320_04,S0320,train,"A detailed case was requested concerning the implications of confidentiality clause; as part of the current review, the decision-making group, after the latest information was reviewed.","A detailed case was requested concerning the implications of confidentiality clause. As part of the current review, the decision-making group, after the latest information was reviewed.",0.0769230769230769,1,-0.193390085890486,0.00665901927277446,1.40151515151515,0,en
nlu_0376_05,S0376,train,"The specialist discussed the documented issue involving termination right during the latest assessment; at the next decision point, the assigned professional, before the next decision. The record specifically references termination provision.","The specialist discussed the documented issue involving termination right during the latest assessment. At the next decision point, the assigned professional before the next decision. The record specifically references termination provision.",0.0967741935483871,1,-0.136002631414504,0.00694485427811742,1.59602649006623,0,en
nlu_0563_06,S0563,train,"I am trying to ask about a delivery, and this is as part of the current review, the person handling the matter, during the present round of discussion.","I am trying to ask about a delivery, and this is as part of the current review, the person handling the matter during the present round of discussion.",0.0357142857142857,1,-0.183113967671114,0.0115359546616673,1.32743362831858,0,en
nlu_0490_05,S0490,validation,"The specialist discussed the documented issue involving attention during the latest incident; at the current stage, the assigned professional, before the next decision. The record specifically references transformer model.","The specialist discussed the documented issue involving attention during the latest incident. At the current stage, the assigned professional before the next decision. The record specifically references transformer model.",0.103448275862069,1,-0.294803953170776,0.00676755420863628,1.4635761589404,0,en
nlu_0411_03,S0411,unseen,"The current available evidence requires further account, especially in relation to the relationship between motion to dismiss and complaint; at the current stage, the relevant team, during the present round of discussion. The discussion also considers complaint.","The current available evidence requires further account, especially in relation to the relationship between motion to dismiss and complaint. At the current stage, the relevant team during the present round of discussion. The discussion also considers complaint.",0.0810810810810811,1,-0.21603593639299,0.00909076537936926,1.59146341463415,0,en
nlu_0127_02,S0127,unseen,"The team is evaluating neuropathy in the context of sensory deficit, with particular attention to the reported issue; at the current stage, the case team, after the latest information was reviewed. The record specifically references neuropathy.","The team is evaluating neuropathy in the context of sensory deficit, with particular attention to the reported issue. At the current stage, the case team, after the latest information, was reviewed. The record specifically references neuropathy.",0.0833333333333333,1,-0.205021063486735,0.00753877684473991,1.49390243902439,0,en
nlu_0234_09,S0234,unseen,"The professional handling the matter is reviewing the effect of loan delinquency on the overall situation and the associated observed changes; following the previous discussion, the relevant team, before the next decision.","The professional handling the matter is reviewing the effect of loan delinquency on the overall situation and the associated observed changes. Following the previous discussion, the relevant team before the next decision.",0.09375,1,-0.231941525529071,0.0153847355395556,1.47333333333333,0,en
nlu_0009_05,S0009,train,"The specialist discussed the documented issue involving atrial fibrillation during the latest account; during the ongoing evaluation, the reviewing organization, after the latest information was reviewed. The record specifically references irregularly irregular rhythm.","The specialist discussed the documented issue involving atrial fibrillation during the latest account. During the ongoing evaluation, the reviewing organization, after the latest information was reviewed. The record specifically references irregularly irregular rhythm.",0.0606060606060606,1,-0.144698785275829,0.00950078945606947,1.61077844311377,0,en
nlu_0383_02,S0383,validation,"The team is evaluating plaintiff in the context of civil action, with particular attention to the reported issue; at the next decision point, the relevant team, after the latest information was reviewed. The record specifically references plaintiff.","The team is evaluating plaintiff in the context of civil action, with particular attention to the reported issue. At the next decision point, the relevant team, after the latest information was reviewed. The record specifically references plaintiff.",0.0540540540540541,1,-0.157087287902832,0.00788361672312021,1.50909090909091,0,en
nlu_0266_04,S0266,train,"A detailed adjustment was requested concerning the implications of portfolio allocation; during the most recent assessment, the person handling the matter, while comparing the available options.","A detailed adjustment was requested concerning the implications of portfolio allocation. During the most recent assessment, the person handling the matter while comparing the available options.",0.115384615384615,1,-0.143063362906961,0.00447523221373558,1.45112781954887,0,en
nlu_0555_06,S0555,train,"I am trying to ask for opening hours, and this is as part of the current review, the relevant team, before the next decision.","I am trying to ask for opening hours, and this is as part of the current review, the relevant team, before the next decision.",0,0,-0.189746595198108,0.00950889755040407,1.23762376237624,0,en
nlu_0275_07,S0275,unseen,"The latest review focused on the evidence related to enterprise value; after the latest information became available, the case team, while comparing the available options. The discussion also considers discounted cash flow.","The latest review focused on the evidence related to enterprise value. After the latest information became available, the case team, while comparing the available options. The discussion also considers discounted cash flow.",0.0625,1,-0.209279277107932,0.00528462277725339,1.49664429530201,0,en
nlu_0286_09,S0286,train,"The professional handling the matter is reviewing the effect of realized return on the overall situation and the associated observed changes; during the most recent assessment, the reviewing group, before the matter is finalized.","The professional handling the matter is reviewing the effect of realized return on the overall situation and the associated observed changes. During the most recent assessment, the reviewing group, before the matter, is finalized.",0.0882352941176471,1,-0.141944495114413,0.0137427598237991,1.54362416107383,0,en
nlu_0100_07,S0100,unseen,"The latest exposure focused on the evidence related to EEG; at the next decision point, the reviewing group, before the next decision. The discussion also considers seizure activity.","The latest exposure focused on the evidence related to EEG. At the next decision point, the reviewing group before the next decision. The discussion also considers seizure activity.",0.107142857142857,1,-0.17347954481076,0.00706661492586136,1.39230769230769,0,en
nlu_0023_09,S0023,train,"The professional handling the matter is reviewing the effect of coronary stenosis on the overall situation and the associated observed changes; as part of the current review, the case team, while comparing the available options.","The professional handling the matter is reviewing the effect of coronary stenosis on the overall situation and the associated observed changes. As part of the current review, the case team, while comparing the available options.",0.0571428571428571,1,-0.143106269836426,0.00696206791326404,1.50993377483444,0,en
nlu_0327_05,S0327,train,"The specialist discussed the documented issue involving contract performance during the latest screening; at the current stage, the current reviewer, while considering the current evidence. The record specifically references force majeure.","The specialist discussed the documented issue involving contract performance during the latest screening at the current stage, the current reviewer, while considering the current evidence. The record specifically references force Majora.",0.0645161290322581,1,-0.302409913804796,0.00569056067615747,1.52903225806452,0,en
nlu_0483_09,S0483,train,"The professional handling the matter is reviewing the effect of embedding on the overall situation and the associated observed changes; at the next decision point, the technical or professional team, after the latest information was reviewed.","The professional handling the matter is reviewing the effect of embedding on the overall situation and the associated observed changes. At the next decision point, the technical or professional team after the latest information was reviewed.",0.0833333333333333,1,-0.216387301075215,0.00848091673105955,1.55483870967742,0,en
nlu_0395_03,S0395,train,"The current available evidence requires further authorization, especially in relation to the relationship between deposition and witness testimony; after the latest information became available, the relevant team, before the matter is finalized. The discussion also considers witness testimony.","The current available evidence requires further authorization, especially in relation to the relationship between deposition and witness testimony. After the latest information became available, the relevant team, before the matter, is finalized. The discussion also considers witness testimony.",0.0789473684210526,1,-0.103932338101523,0.00845338962972164,1.62983425414365,0,en
nlu_0546_10,S0546,train,"I need some information because I want to check train status; at the current stage, the technical or professional team, while comparing the available options.","I need some information because I want to check train status. At the current stage, the technical or professional team while comparing the available options.",0.12,1,-0.27677800314767,0.00497232237830758,1.30833333333333,0,en
nlu_0384_03,S0384,train,"The current available evidence requires further exposure, especially in relation to the relationship between plaintiff and claim; at the current stage, the reviewing organization, while comparing the available options. The discussion also considers claim.","The current available evidence requires further exposure, especially in relation to the relationship between plaintiff and claim, at the current stage, the reviewing organization, while comparing the available options. The discussion also considers claim.",0.0294117647058824,1,-0.248533323699353,0.00776681210845709,1.52694610778443,0,en
nlu_0166_03,S0166,validation,"The current available evidence requires further monitoring, especially in relation to the relationship between warfarin and anticoagulation; after the latest information became available, the current reviewer, while comparing the available options. The discussion also considers anticoagulation.","The current available evidence requires further monitoring, especially in relation to the relationship between Warfarin and anti-coagulation. After the latest information became available, the current reviewer, while comparing the available options. The discussion also considers anti-coagulation.",0.111111111111111,1,-0.156432798353292,0.00935301184654236,1.61413043478261,0,en
nlu_0008_10,S0008,train,"Further authorization is needed before a final decision is made about the decision surrounding coronary occlusion; following the previous discussion, the current reviewer, after the latest information was reviewed. The record specifically references myocardial ischemia.","Further authorization is needed before a final decision is made about the decision surrounding coronary occlusion. Following the previous discussion, the current reviewer, after the latest information was reviewed. The record specifically references myocardial ischemia.",0.0571428571428571,1,-0.117889872137106,0.00981219112873077,1.54285714285714,0,en
nlu_0097_05,S0097,train,"The specialist discussed the documented issue involving seizure activity during the latest review; following the previous discussion, the assigned professional, before the next decision. The record specifically references seizure disorder.","The specialist discussed the documented issue involving seizure activity during the latest review, following the previous discussion, the assigned professional, before the next decision. The record specifically references seizure disorder.",0.0333333333333333,1,-0.289797522804954,0.00656006671488285,1.53205128205128,0,en
nlu_0093_07,S0093,train,"The latest response focused on the evidence related to electroencephalography; during the ongoing evaluation, the relevant team, before the next decision. The discussion also considers seizure disorder.","The latest response focused on the evidence related to electroencephalography during the ongoing evaluation, the relevant team, before the next decision. The discussion also considers seizure disorder.",0.037037037037037,1,-0.163163527464255,0.00570085644721985,1.44604316546763,0,en
nlu_0080_05,S0080,train,"The specialist discussed the documented issue involving cerebral infarction during the latest report; following the previous discussion, the assigned professional, while considering the current evidence. The record specifically references ischemic stroke.","The specialist discussed the documented issue involving cerebral infarction during the latest report, following the previous discussion, the assigned professional, while considering the current evidence. The record specifically references ischemic stroke.",0.032258064516129,1,-0.138012774447177,0.00714789284393191,1.53614457831325,0,en
nlu_0338_10,S0338,train,"Further record is needed before a final decision is made about the decision surrounding contract interpretation; during the latest review, the current reviewer, while comparing the available options. The record specifically references governing law.","Further record is needed before a final decision is made about the decision surrounding contract interpretation. During the latest review, the current reviewer, while comparing the available options. The record specifically references governing law.",0.0588235294117647,1,-0.167514334554258,0.00782569032162428,1.51829268292683,0,en
nlu_0317_05,S0317,train,"The specialist discussed the documented issue involving confidential information during the latest review; during the latest review, the responsible specialist, while comparing the available options. The record specifically references confidentiality clause.","The specialist discussed the documented issue involving confidential information during the latest review, during the latest review, the responsible specialist, while comparing the available options. The record specifically references confidentiality clause.",0.032258064516129,1,-0.268058355464492,0.00626118155196309,1.69736842105263,0,en
nlu_0466_08,S0466,train,"The case involves the reported concern involving REST API, and the relevant relevant records is being assessed; after the recent update, the reviewing group, during the present round of discussion. The record specifically references REST API.","The case involves the reported concern involving REST API and the relevant relevant records is being assessed. After the recent update, the reviewing group during the present round of discussion. The record specifically references REST API.",0.111111111111111,1,-0.247771496675452,0.0120560051873326,1.51898734177215,0,en
nlu_0332_02,S0332,train,"The team is evaluating indemnification clause in the context of losses, with particular attention to the reported issue; as part of the current review, the person handling the matter, after the latest information was reviewed. The record specifically references indemnification clause.","The team is evaluating indemnification clause in the context of losses, with particular attention to the reported issue. As part of the current review, the person handling the matter after the latest information was reviewed. The record specifically references indemnification clause.",0.0731707317073171,1,-0.267079272512662,0.00603510672226548,1.63218390804598,0,en
nlu_0394_05,S0394,validation,"The specialist discussed the documented issue involving witness testimony during the latest transfer; in the current round of review, the current reviewer, before the next decision. The record specifically references deposition.","The specialist discussed the documented issue involving witness testimony during the latest transfer. In the current round of review, the current reviewer before the next decision. The record specifically references deposition.",0.0967741935483871,1,-0.175070649101621,0.00675335386767983,1.51333333333333,0,en
nlu_0108_05,S0108,train,"The specialist discussed the documented issue involving visual aura during the latest model; at the current stage, the decision-making group, during the present round of discussion. The record specifically references migraine with aura.","The specialist discussed the documented issue involving visual aura during the latest model. At the current stage, the decision-making group during the present round of discussion. The record specifically references migraine with aura.",0.0909090909090909,1,-0.2414230885713,0.00757060525938869,1.4968152866242,0,en
nlu_0485_01,S0485,train,"The current findings was reviewed in relation to vector database and embedding, at the next decision point, the decision-making group, while considering the current evidence.","The current findings was reviewed in relation to vector database and embedding. At the next decision point, the decision making group, while considering the current evidence.",0.16,1,-0.173013170560201,0.00550847547128797,1.38095238095238,0,en
nlu_0419_04,S0419,train,"A detailed analysis was requested concerning the implications of summary judgment; during the latest review, the decision-making group, during the present round of discussion.","A detailed analysis was requested concerning the implications of summary judgment. During the latest review, the decision-making group, during the present round of discussion.",0.0833333333333333,1,-0.204020377567836,0.0100295739248395,1.35658914728682,0,en
nlu_0203_05,S0203,train,"The specialist discussed the documented issue involving anti-money laundering during the latest record; after the recent update, the relevant team, before the matter is finalized. The record specifically references AML.","The specialist discussed the documented issue involving anti-money laundering during the latest record. After the recent update, the relevant team, before the matter, is finalized. The record specifically references AML.",0.1,1,-0.228058238824209,0.00822075456380844,1.42857142857143,0,en
nlu_0568_08,S0568,train,"Is it possible to change a reservation, considering in the current round of review, the person handling the matter, before the matter is finalized?","Is it possible to change a reservation? Considering in the current round of review, the person handling the matter before the matter is finalized.",0.166666666666667,1,-0.331936299800873,0.0179686341434717,1.30357142857143,0,en
nlu_0464_05,S0464,train,"The specialist discussed the documented issue involving HTTP endpoint during the latest monitoring; as part of the current review, the case team, during the present round of discussion. The record specifically references REST API.","The specialist discussed the documented issue involving HTTP endpoint during the latest monitoring, as part of the current review, the case team, during the present round of discussion. The records specifically references REST API.",0.0588235294117647,1,-0.29312683188397,0.00606853282079101,1.42592592592593,0,en
nlu_0175_06,S0175,validation,"The available evidence was considered before deciding how to address the current status of atorvastatin; following the previous discussion, the responsible specialist, while comparing the available options.","The available evidence was considered before deciding how to address the current status of Ador Vastitin. Following the previous discussion, the responsible specialist, while comparing the available options.",0.111111111111111,1,-0.319907742877339,0.00818358827382326,1.41780821917808,0,en
nlu_0315_04,S0315,train,"A detailed transfer was requested concerning the implications of confidentiality clause; at the next decision point, the reviewing organization, during the present round of discussion.","A detailed transfer was requested concerning the implications of confidentiality clause. At the next decision point, the reviewing organization during the present round of discussion",0.16,1,-0.163004130125046,0.00771897891536355,1.4,0,en
nlu_0327_04,S0327,train,"A detailed strategy was requested concerning the implications of force majeure; at the current stage, the current reviewer, while considering the current evidence.","A detailed strategy was requested concerning the implications of force majura. At the current stage, the current reviewer, while considering the current evidence.",0.0869565217391304,1,-0.285279765273585,0.00439293682575226,1.40869565217391,0,en
nlu_0313_02,S0313,train,"The team is evaluating yield curve in the context of maturity, with particular attention to the reported issue; as part of the current review, the person handling the matter, while considering the current evidence. The record specifically references yield curve.","The team is evaluating yield curve in the context of maturity, with particular attention to the reported issue. As part of the current review, the person handling the matter while considering the current evidence. The record specifically references yield curve.",0.075,1,-0.115220005695636,0.00669564167037606,1.56287425149701,0,en
nlu_0146_02,S0146,train,"The team is evaluating amoxicillin in the context of bacterial infection, with particular attention to the reported issue; as part of the current review, the reviewing organization, while comparing the available options. The record specifically references amoxicillin.","The team is evaluating amoxicillin in the context of bacterial infection, with particular attention to the reported issue. As part of the current review, the reviewing organization, while comparing the available options. The record specifically references amoxicillin.",0.0540540540540541,1,-0.141093007155827,0.00457978062331677,1.54913294797688,0,en
nlu_0044_10,S0044,train,"Further account is needed before a final decision is made about the decision surrounding ejection fraction; during the ongoing evaluation, the relevant team, while considering the current evidence. The record specifically references echocardiography.","Further account is needed before a final decision is made about the decision surrounding ejection fraction during the ongoing evaluation, the relevant team, while considering the current evidence. The record specifically references echocardiography.",0.0303030303030303,1,-0.214354084987266,0.00820089597254992,1.53703703703704,0,en
nlu_0332_07,S0332,train,"The latest transfer focused on the evidence related to losses; as part of the current review, the person handling the matter, after the latest information was reviewed. The discussion also considers indemnity.","The latest transfer focused on the evidence related to losses. As part of the current review, the person handling the matter after the latest information was reviewed. The discussion also considers indemnity.",0.09375,1,-0.237147851423784,0.00634893961250782,1.45454545454545,0,en
nlu_0455_04,S0455,validation,"A detailed transfer was requested concerning the implications of OAuth 2.0; during the ongoing evaluation, the case team, during the present round of discussion.","A detailed transfer was requested concerning the implications of OAuth 2. During the ongoing evaluation, the case team during the present round of discussion.",0.125,1,-0.184185215921113,0.00963859166949987,1.32773109243697,0,en
nlu_0299_02,S0299,validation,"The team is evaluating bond duration in the context of fixed income, with particular attention to the reported issue; in the current round of review, the relevant team, while considering the current evidence. The record specifically references bond duration.","The team is evaluating bond duration in the context of fixed income, with particular attention to the reported issue. In the current round of review, the relevant team, while considering the current evidence. The record specifically references bond duration.",0.0512820512820513,1,-0.248570093741784,0.00863641686737537,1.57317073170732,0,en
nlu_0209_01,S0209,train,"The current findings was reviewed in relation to deposit account and account balance, at the current stage, the case team, while considering the current evidence.","The current findings was reviewed in relation to deposit account and account balance. At the current stage, the case team, while considering the current evidence.",0.08,1,-0.158421853009392,0.00500986818224192,1.43362831858407,0,en
nlu_0403_01,S0403,train,"The current findings was reviewed in relation to discovery and document production, as part of the current review, the responsible specialist, during the present round of discussion.","The current findings was reviewed in relation to discovery and document production. As part of the current review, the responsible specialist during the present round of discussion.",0.111111111111111,1,-0.171906784602574,0.00759804481640458,1.4031007751938,0,en
nlu_0146_05,S0146,train,"The specialist discussed the documented issue involving antibiotic during the latest strategy; as part of the current review, the reviewing organization, while comparing the available options. The record specifically references amoxicillin.","The specialist discussed the documented issue involving antibiotic during the latest strategy, as part of the current review, the reviewing organization, while comparing the available options. The record specifically references amoxicillin.",0.032258064516129,1,-0.177115186055501,0.00377782434225082,1.49068322981366,0,en
nlu_0026_05,S0026,unseen,"The specialist discussed the documented issue involving electrocardiographic changes during the latest strategy; after the latest information became available, the reviewing organization, before the matter is finalized. The record specifically references ST-segment elevation.","The specialist discussed the documented issue involving electrocardiographic changes during the latest strategy. After the latest information became available, the reviewing organization, before the matter is finalized. The record specifically references ST Segment Elevation.",0.151515151515152,1,-0.132638080447328,0.00745051726698875,1.49189189189189,0,en
nlu_0047_06,S0047,unseen,"The available evidence was considered before deciding how to address the current status of echocardiography; after the recent update, the reviewing group, before the next decision.","The available evidence was considered before deciding how to address the current status of echocardiography. After the recent update, the reviewing group before the next decision.",0.115384615384615,1,-0.228365540504456,0.00531380157917738,1.37692307692308,0,en
nlu_0212_08,S0212,train,"The case involves the reported concern involving deposit account, and the relevant relevant records is being assessed; after the recent update, the current reviewer, during the present round of discussion. The record specifically references deposit account.","The case involves the reported concern involving deposit account and the relevant relevant records is being assessed. After the recent update, the current reviewer during the present round of discussion. The record specifically references deposit account.",0.111111111111111,1,-0.197007321296854,0.0099477544426918,1.62420382165605,0,en
nlu_0051_07,S0051,train,"The latest authorization focused on the evidence related to catheter-based assessment; during the ongoing evaluation, the reviewing group, during the present round of discussion. The discussion also considers coronary angiography.","The latest authorization focused on the evidence related to catheter-based assessment during the ongoing evaluation, the reviewing group, during the present round of discussion. The discussion also considers coronary angiography.",0.0333333333333333,1,-0.221461752186651,0.00934956222772598,1.52666666666667,0,en
