audio_path,transcript,domain,subdomain,intent,entity_type,urgency,emotion
synthetic_tts/urgency_high_MED_0011.wav,My postoperative wound has opened and there is heavy bleeding that will not stop. Please treat this as a high-priority issue and advise on the next immediate step.,MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,TREATMENT_OR_HEALTHCARE,HIGH,ANGER
synthetic_tts/urgency_high_MED_0012.wav,I accidentally took far more of my prescription medicine than the prescribed dose. I am concerned about the rapid change and need urgent assistance.,MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,TREATMENT_OR_HEALTHCARE,HIGH,FEAR
synthetic_tts/urgency_high_MED_0013.wav,I took the wrong medication and now I am becoming extremely drowsy and confused. This cannot wait for a routine appointment or review; I need prompt guidance.,MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,MEDICATION_OR_DRUG,HIGH,FEAR
synthetic_tts/urgency_high_MED_0014.wav,My oxygen reading has suddenly fallen and I am struggling to breathe normally. Please flag this for immediate attention because the risk is increasing.,MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,TREATMENT_OR_HEALTHCARE,HIGH,NEUTRAL
synthetic_tts/urgency_high_MED_0015.wav,I have a very high fever with confusion and severe shaking that started suddenly. I need an urgent assessment rather than a routine response.,MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,MEDICAL_SYMPTOM,HIGH,ANGER
synthetic_tts/urgency_high_MED_0016.wav,After taking my new medication I developed swelling of my lips and severe difficulty breathing. The situation is becoming serious and I need help without a long delay.,MEDICAL,GENERAL_TOPIC,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,MEDICATION_OR_DRUG,HIGH,FEAR
synthetic_tts/urgency_high_MED_0017.wav,My home glucose reading is extremely high and I am vomiting and becoming very sleepy. Can you help me understand how urgently this needs to be handled?,MEDICAL,GENERAL_TOPIC,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,DIAGNOSTIC_TEST_OR_RESULT,HIGH,FEAR
synthetic_tts/urgency_high_MED_0018.wav,My blood pressure is extremely high and I now have severe chest pain and blurred vision. I need this reviewed as soon as possible because the situation is getting worse.,MEDICAL,GENERAL_TOPIC,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,DIAGNOSTIC_TEST_OR_RESULT,HIGH,NEUTRAL
synthetic_tts/urgency_high_MED_0019.wav,My pulse oximeter is repeatedly showing a dangerously low oxygen level. Please treat this as a high-priority issue and advise on the next immediate step.,MEDICAL,GENERAL_TOPIC,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,DIAGNOSTIC_TEST_OR_RESULT,HIGH,ANGER
synthetic_tts/urgency_high_MED_0020.wav,My elderly mother has become suddenly confused and is unable to recognize family members. I am concerned about the rapid change and need urgent assistance.,MEDICAL,GENERAL_TOPIC,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_CONDITION_OR_CLINICAL_STATE,HIGH,FEAR
synthetic_tts/urgency_high_MED_0021.wav,I fainted twice today and now I have severe weakness and dizziness. This cannot wait for a routine appointment or review; I need prompt guidance.,MEDICAL,GENERAL_TOPIC,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_MED_0022.wav,I have sudden severe back pain together with loss of bladder control. Please flag this for immediate attention because the risk is increasing.,MEDICAL,GENERAL_TOPIC,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,NEUTRAL
synthetic_tts/urgency_high_MED_0023.wav,"My child is breathing very fast, turning pale, and becoming unusually sleepy. I need an urgent assessment rather than a routine response.",MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,TREATMENT_OR_HEALTHCARE,HIGH,ANGER
synthetic_tts/urgency_high_MED_0024.wav,I have severe bleeding during pregnancy with intense abdominal pain. The situation is becoming serious and I need help without a long delay.,MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_MED_0025.wav,I suddenly developed severe swelling in one leg with chest discomfort and shortness of breath. Can you help me understand how urgently this needs to be handled?,MEDICAL,GENERAL_TOPIC,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_MED_0026.wav,I inhaled a large amount of chemical fumes and now I have chest tightness and trouble breathing. I need this reviewed as soon as possible because the situation is getting worse.,MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,TREATMENT_OR_HEALTHCARE,HIGH,NEUTRAL
synthetic_tts/urgency_high_MED_0027.wav,I have a deep cut with continuous heavy bleeding despite firm pressure. Please treat this as a high-priority issue and advise on the next immediate step.,MEDICAL,GENERAL_TOPIC,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,ANGER
synthetic_tts/urgency_high_MED_0028.wav,My patient has become unresponsive after a sudden deterioration in breathing. I am concerned about the rapid change and need urgent assistance.,MEDICAL,GENERAL_TOPIC,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_CONDITION_OR_CLINICAL_STATE,HIGH,FEAR
synthetic_tts/urgency_high_MED_0029.wav,I may have taken a second dose of my heart medicine by mistake and now I feel faint. This cannot wait for a routine appointment or review; I need prompt guidance.,MEDICAL,MEDICAL_SPECIALTY,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,MEDICATION_OR_DRUG,HIGH,FEAR
synthetic_tts/urgency_high_MED_0030.wav,A recent test showed a major abnormality and I now have severe symptoms. Please flag this for immediate attention because the risk is increasing.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_ADVICE_AND_TREATMENT,DIAGNOSTIC_TEST_OR_RESULT,HIGH,NEUTRAL
synthetic_tts/urgency_high_MED_0031.wav,I am having crushing chest pressure with heavy sweating and I feel suddenly very weak. I need an urgent assessment rather than a routine response.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,ANGER
synthetic_tts/urgency_high_MED_0032.wav,I suddenly cannot catch my breath and my breathing is getting harder every minute. The situation is becoming serious and I need help without a long delay.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_MED_0033.wav,My father has collapsed and is barely responding after complaining of severe chest pain. Can you help me understand how urgently this needs to be handled?,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_CONDITION_OR_CLINICAL_STATE,HIGH,FEAR
synthetic_tts/urgency_high_MED_0034.wav,There is sudden weakness on one side of my face and arm and my speech has become unclear. I need this reviewed as soon as possible because the situation is getting worse.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,NEUTRAL
synthetic_tts/urgency_high_MED_0035.wav,I am coughing up a large amount of blood and I feel dizzy and extremely weak. Please treat this as a high-priority issue and advise on the next immediate step.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,ANGER
synthetic_tts/urgency_high_MED_0036.wav,My heart is racing irregularly and I feel like I might faint when I stand up. I am concerned about the rapid change and need urgent assistance.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_MED_0037.wav,My child is having a seizure that has continued for several minutes and has not stopped. This cannot wait for a routine appointment or review; I need prompt guidance.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_CONDITION_OR_CLINICAL_STATE,HIGH,FEAR
synthetic_tts/urgency_high_MED_0038.wav,I have severe abdominal pain with repeated vomiting and I cannot keep any fluids down. Please flag this for immediate attention because the risk is increasing.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,NEUTRAL
synthetic_tts/urgency_high_MED_0039.wav,"I suddenly developed severe headache, confusion, and difficulty staying awake. I need an urgent assessment rather than a routine response.",MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,ANGER
synthetic_tts/urgency_high_MED_0040.wav,I am having a severe allergic reaction with swelling around my mouth and increasing trouble breathing. The situation is becoming serious and I need help without a long delay.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_MED_0041.wav,My postoperative wound has opened and there is heavy bleeding that will not stop. Can you help me understand how urgently this needs to be handled?,MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,TREATMENT_OR_HEALTHCARE,HIGH,FEAR
synthetic_tts/urgency_high_MED_0042.wav,I accidentally took far more of my prescription medicine than the prescribed dose. I need this reviewed as soon as possible because the situation is getting worse.,MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,TREATMENT_OR_HEALTHCARE,HIGH,NEUTRAL
synthetic_tts/urgency_high_MED_0043.wav,I took the wrong medication and now I am becoming extremely drowsy and confused. Please treat this as a high-priority issue and advise on the next immediate step.,MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,MEDICATION_OR_DRUG,HIGH,ANGER
synthetic_tts/urgency_high_MED_0044.wav,My oxygen reading has suddenly fallen and I am struggling to breathe normally. I am concerned about the rapid change and need urgent assistance.,MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,TREATMENT_OR_HEALTHCARE,HIGH,FEAR
synthetic_tts/urgency_high_MED_0045.wav,I have a very high fever with confusion and severe shaking that started suddenly. This cannot wait for a routine appointment or review; I need prompt guidance.,MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_MED_0046.wav,After taking my new medication I developed swelling of my lips and severe difficulty breathing. Please flag this for immediate attention because the risk is increasing.,MEDICAL,GENERAL_TOPIC,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,MEDICATION_OR_DRUG,HIGH,NEUTRAL
synthetic_tts/urgency_high_MED_0047.wav,My home glucose reading is extremely high and I am vomiting and becoming very sleepy. I need an urgent assessment rather than a routine response.,MEDICAL,GENERAL_TOPIC,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,DIAGNOSTIC_TEST_OR_RESULT,HIGH,ANGER
synthetic_tts/urgency_high_MED_0048.wav,My blood pressure is extremely high and I now have severe chest pain and blurred vision. The situation is becoming serious and I need help without a long delay.,MEDICAL,GENERAL_TOPIC,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,DIAGNOSTIC_TEST_OR_RESULT,HIGH,FEAR
synthetic_tts/urgency_high_MED_0049.wav,My pulse oximeter is repeatedly showing a dangerously low oxygen level. Can you help me understand how urgently this needs to be handled?,MEDICAL,GENERAL_TOPIC,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,DIAGNOSTIC_TEST_OR_RESULT,HIGH,FEAR
synthetic_tts/urgency_high_MED_0050.wav,My elderly mother has become suddenly confused and is unable to recognize family members. I need this reviewed as soon as possible because the situation is getting worse.,MEDICAL,GENERAL_TOPIC,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_CONDITION_OR_CLINICAL_STATE,HIGH,NEUTRAL
synthetic_tts/urgency_high_MED_0051.wav,I fainted twice today and now I have severe weakness and dizziness. Please treat this as a high-priority issue and advise on the next immediate step.,MEDICAL,GENERAL_TOPIC,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,ANGER
synthetic_tts/urgency_high_MED_0052.wav,I have sudden severe back pain together with loss of bladder control. I am concerned about the rapid change and need urgent assistance.,MEDICAL,GENERAL_TOPIC,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_MED_0053.wav,"My child is breathing very fast, turning pale, and becoming unusually sleepy. This cannot wait for a routine appointment or review; I need prompt guidance.",MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,TREATMENT_OR_HEALTHCARE,HIGH,FEAR
synthetic_tts/urgency_high_MED_0054.wav,I have severe bleeding during pregnancy with intense abdominal pain. Please flag this for immediate attention because the risk is increasing.,MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,MEDICAL_SYMPTOM,HIGH,NEUTRAL
synthetic_tts/urgency_high_MED_0055.wav,I suddenly developed severe swelling in one leg with chest discomfort and shortness of breath. I need an urgent assessment rather than a routine response.,MEDICAL,GENERAL_TOPIC,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,ANGER
synthetic_tts/urgency_high_MED_0056.wav,I inhaled a large amount of chemical fumes and now I have chest tightness and trouble breathing. The situation is becoming serious and I need help without a long delay.,MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,TREATMENT_OR_HEALTHCARE,HIGH,FEAR
synthetic_tts/urgency_high_MED_0057.wav,I have a deep cut with continuous heavy bleeding despite firm pressure. Can you help me understand how urgently this needs to be handled?,MEDICAL,GENERAL_TOPIC,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_MED_0058.wav,My patient has become unresponsive after a sudden deterioration in breathing. I need this reviewed as soon as possible because the situation is getting worse.,MEDICAL,GENERAL_TOPIC,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_CONDITION_OR_CLINICAL_STATE,HIGH,NEUTRAL
synthetic_tts/urgency_high_MED_0059.wav,I may have taken a second dose of my heart medicine by mistake and now I feel faint. Please treat this as a high-priority issue and advise on the next immediate step.,MEDICAL,MEDICAL_SPECIALTY,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,MEDICATION_OR_DRUG,HIGH,ANGER
synthetic_tts/urgency_high_MED_0060.wav,A recent test showed a major abnormality and I now have severe symptoms. I am concerned about the rapid change and need urgent assistance.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_ADVICE_AND_TREATMENT,DIAGNOSTIC_TEST_OR_RESULT,HIGH,FEAR
synthetic_tts/urgency_high_MED_0061.wav,I am having crushing chest pressure with heavy sweating and I feel suddenly very weak. This cannot wait for a routine appointment or review; I need prompt guidance.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_MED_0062.wav,I suddenly cannot catch my breath and my breathing is getting harder every minute. Please flag this for immediate attention because the risk is increasing.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,NEUTRAL
synthetic_tts/urgency_high_MED_0063.wav,My father has collapsed and is barely responding after complaining of severe chest pain. I need an urgent assessment rather than a routine response.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_CONDITION_OR_CLINICAL_STATE,HIGH,ANGER
synthetic_tts/urgency_high_MED_0064.wav,There is sudden weakness on one side of my face and arm and my speech has become unclear. The situation is becoming serious and I need help without a long delay.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_MED_0065.wav,I am coughing up a large amount of blood and I feel dizzy and extremely weak. Can you help me understand how urgently this needs to be handled?,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_MED_0066.wav,My heart is racing irregularly and I feel like I might faint when I stand up. I need this reviewed as soon as possible because the situation is getting worse.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,NEUTRAL
synthetic_tts/urgency_high_MED_0067.wav,My child is having a seizure that has continued for several minutes and has not stopped. Please treat this as a high-priority issue and advise on the next immediate step.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_CONDITION_OR_CLINICAL_STATE,HIGH,ANGER
synthetic_tts/urgency_high_MED_0068.wav,I have severe abdominal pain with repeated vomiting and I cannot keep any fluids down. I am concerned about the rapid change and need urgent assistance.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_MED_0069.wav,"I suddenly developed severe headache, confusion, and difficulty staying awake. This cannot wait for a routine appointment or review; I need prompt guidance.",MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_MED_0070.wav,I am having a severe allergic reaction with swelling around my mouth and increasing trouble breathing. Please flag this for immediate attention because the risk is increasing.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,NEUTRAL
synthetic_tts/urgency_high_MED_0071.wav,My postoperative wound has opened and there is heavy bleeding that will not stop. I need an urgent assessment rather than a routine response.,MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,TREATMENT_OR_HEALTHCARE,HIGH,ANGER
synthetic_tts/urgency_high_MED_0072.wav,I accidentally took far more of my prescription medicine than the prescribed dose. The situation is becoming serious and I need help without a long delay.,MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,TREATMENT_OR_HEALTHCARE,HIGH,FEAR
synthetic_tts/urgency_high_MED_0073.wav,I took the wrong medication and now I am becoming extremely drowsy and confused. Can you help me understand how urgently this needs to be handled?,MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,MEDICATION_OR_DRUG,HIGH,FEAR
synthetic_tts/urgency_high_MED_0074.wav,My oxygen reading has suddenly fallen and I am struggling to breathe normally. I need this reviewed as soon as possible because the situation is getting worse.,MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,TREATMENT_OR_HEALTHCARE,HIGH,NEUTRAL
synthetic_tts/urgency_high_MED_0075.wav,I have a very high fever with confusion and severe shaking that started suddenly. Please treat this as a high-priority issue and advise on the next immediate step.,MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,MEDICAL_SYMPTOM,HIGH,ANGER
synthetic_tts/urgency_high_MED_0076.wav,After taking my new medication I developed swelling of my lips and severe difficulty breathing. I am concerned about the rapid change and need urgent assistance.,MEDICAL,GENERAL_TOPIC,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,MEDICATION_OR_DRUG,HIGH,FEAR
synthetic_tts/urgency_high_MED_0077.wav,My home glucose reading is extremely high and I am vomiting and becoming very sleepy. This cannot wait for a routine appointment or review; I need prompt guidance.,MEDICAL,GENERAL_TOPIC,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,DIAGNOSTIC_TEST_OR_RESULT,HIGH,FEAR
synthetic_tts/urgency_high_MED_0078.wav,My blood pressure is extremely high and I now have severe chest pain and blurred vision. Please flag this for immediate attention because the risk is increasing.,MEDICAL,GENERAL_TOPIC,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,DIAGNOSTIC_TEST_OR_RESULT,HIGH,NEUTRAL
synthetic_tts/urgency_high_MED_0079.wav,My pulse oximeter is repeatedly showing a dangerously low oxygen level. I need an urgent assessment rather than a routine response.,MEDICAL,GENERAL_TOPIC,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,DIAGNOSTIC_TEST_OR_RESULT,HIGH,ANGER
synthetic_tts/urgency_high_MED_0080.wav,My elderly mother has become suddenly confused and is unable to recognize family members. The situation is becoming serious and I need help without a long delay.,MEDICAL,GENERAL_TOPIC,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_CONDITION_OR_CLINICAL_STATE,HIGH,FEAR
synthetic_tts/urgency_high_MED_0081.wav,I fainted twice today and now I have severe weakness and dizziness. Can you help me understand how urgently this needs to be handled?,MEDICAL,GENERAL_TOPIC,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_MED_0082.wav,I have sudden severe back pain together with loss of bladder control. I need this reviewed as soon as possible because the situation is getting worse.,MEDICAL,GENERAL_TOPIC,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,NEUTRAL
synthetic_tts/urgency_high_MED_0083.wav,"My child is breathing very fast, turning pale, and becoming unusually sleepy. Please treat this as a high-priority issue and advise on the next immediate step.",MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,TREATMENT_OR_HEALTHCARE,HIGH,ANGER
synthetic_tts/urgency_high_MED_0084.wav,I have severe bleeding during pregnancy with intense abdominal pain. I am concerned about the rapid change and need urgent assistance.,MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_MED_0085.wav,I suddenly developed severe swelling in one leg with chest discomfort and shortness of breath. This cannot wait for a routine appointment or review; I need prompt guidance.,MEDICAL,GENERAL_TOPIC,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_MED_0086.wav,I inhaled a large amount of chemical fumes and now I have chest tightness and trouble breathing. Please flag this for immediate attention because the risk is increasing.,MEDICAL,GENERAL_TOPIC,MEDICAL_ADVICE_AND_TREATMENT,TREATMENT_OR_HEALTHCARE,HIGH,NEUTRAL
synthetic_tts/urgency_high_MED_0087.wav,I have a deep cut with continuous heavy bleeding despite firm pressure. I need an urgent assessment rather than a routine response.,MEDICAL,GENERAL_TOPIC,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,ANGER
synthetic_tts/urgency_high_MED_0088.wav,My patient has become unresponsive after a sudden deterioration in breathing. The situation is becoming serious and I need help without a long delay.,MEDICAL,GENERAL_TOPIC,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_CONDITION_OR_CLINICAL_STATE,HIGH,FEAR
synthetic_tts/urgency_high_MED_0089.wav,I may have taken a second dose of my heart medicine by mistake and now I feel faint. Can you help me understand how urgently this needs to be handled?,MEDICAL,MEDICAL_SPECIALTY,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,MEDICATION_OR_DRUG,HIGH,FEAR
synthetic_tts/urgency_high_MED_0090.wav,A recent test showed a major abnormality and I now have severe symptoms. I need this reviewed as soon as possible because the situation is getting worse.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_ADVICE_AND_TREATMENT,DIAGNOSTIC_TEST_OR_RESULT,HIGH,NEUTRAL
synthetic_tts/urgency_high_MED_0091.wav,I am having crushing chest pressure with heavy sweating and I feel suddenly very weak. Please treat this as a high-priority issue and advise on the next immediate step.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,ANGER
synthetic_tts/urgency_high_MED_0092.wav,I suddenly cannot catch my breath and my breathing is getting harder every minute. I am concerned about the rapid change and need urgent assistance.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_MED_0093.wav,My father has collapsed and is barely responding after complaining of severe chest pain. This cannot wait for a routine appointment or review; I need prompt guidance.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_CONDITION_OR_CLINICAL_STATE,HIGH,FEAR
synthetic_tts/urgency_high_MED_0094.wav,There is sudden weakness on one side of my face and arm and my speech has become unclear. Please flag this for immediate attention because the risk is increasing.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,NEUTRAL
synthetic_tts/urgency_high_MED_0095.wav,I am coughing up a large amount of blood and I feel dizzy and extremely weak. I need an urgent assessment rather than a routine response.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,ANGER
