audio_path,transcript,domain,subdomain,intent,entity_type,urgency,emotion
synthetic_tts/urgency_high_add_4250.wav,I inhaled chemical fumes and now have chest tightness and worsening breathing. This cannot wait for a normal review; please respond promptly.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_ADVICE_AND_TREATMENT,TREATMENT_OR_HEALTHCARE,HIGH,NEUTRAL
synthetic_tts/urgency_high_add_4251.wav,A security incident has disrupted our financial systems and sensitive data may be exposed. The situation is worsening and needs immediate attention.,FINANCIAL,TECHNOLOGY,FINANCIAL_OPERATIONS_RISK_AND_COMPLIANCE,TECHNOLOGY_AND_DIGITAL_INFRASTRUCTURE,HIGH,FEAR
synthetic_tts/urgency_high_add_4252.wav,Our cash position has fallen sharply and we may not meet near-term obligations. Please flag this as urgent and help me decide what to do next.,FINANCIAL,HEALTHCARE,FINANCIAL_REPORTING_AND_OUTLOOK,FINANCIAL_METRICS_DETAIL,HIGH,ANGER
synthetic_tts/urgency_high_add_4253.wav,I have sudden crushing pressure in my chest with sweating and severe weakness. Please treat this as a high priority and advise as soon as possible.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_add_4254.wav,I am struggling to breathe and my shortness of breath is getting worse quickly. I need prompt assistance because the situation is becoming serious.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,NEUTRAL
synthetic_tts/urgency_high_add_4255.wav,One side of my face and arm suddenly feels weak and my speech is slurred. This needs urgent review rather than a routine response.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_add_4256.wav,A major competitor has taken substantial market share and customer losses are accelerating. Please escalate this quickly because the risk is increasing.,FINANCIAL,TECHNOLOGY,MARKET_AND_COMPETITIVE_OUTLOOK,MARKET_AND_INDUSTRY_ANALYSIS,HIGH,ANGER
synthetic_tts/urgency_high_add_4257.wav,A major healthcare segment has reported an unexpected financial loss. I need an urgent assessment and guidance on the next step.,FINANCIAL,HEALTHCARE,FINANCIAL_PERFORMANCE_AND_SEGMENT_ANALYSIS,FINANCIAL_METRICS_DETAIL,HIGH,FEAR
synthetic_tts/urgency_high_add_4258.wav,I am coughing up blood and feel extremely dizzy and weak. This cannot wait for a normal review; please respond promptly.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,NEUTRAL
synthetic_tts/urgency_high_add_4259.wav,My father has collapsed and is barely responding after severe chest pain. The situation is worsening and needs immediate attention.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_CONDITION_OR_CLINICAL_STATE,HIGH,FEAR
synthetic_tts/urgency_high_add_4260.wav,My heart is beating irregularly and I feel like I may faint. Please flag this as urgent and help me decide what to do next.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,ANGER
synthetic_tts/urgency_high_add_4261.wav,Our payment system has stopped processing transactions and customers cannot access their funds. Please treat this as a high priority and advise as soon as possible.,FINANCIAL,TECHNOLOGY,FINANCIAL_OPERATIONS_RISK_AND_COMPLIANCE,FINANCIAL_STRATEGY_AND_PLANNING,HIGH,FEAR
synthetic_tts/urgency_high_add_4262.wav,We detected a potentially fraudulent transfer involving a major corporate account. I need prompt assistance because the situation is becoming serious.,FINANCIAL,TECHNOLOGY,FINANCIAL_OPERATIONS_RISK_AND_COMPLIANCE,GENERAL_BUSINESS_ADMINISTRATION,HIGH,NEUTRAL
synthetic_tts/urgency_high_add_4263.wav,My child is having a seizure that has continued for several minutes. This needs urgent review rather than a routine response.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_ADVICE_AND_TREATMENT,TREATMENT_OR_HEALTHCARE,HIGH,FEAR
synthetic_tts/urgency_high_add_4264.wav,I have severe swelling of my lips and difficulty breathing after taking a medicine. Please escalate this quickly because the risk is increasing.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICATION_OR_DRUG,HIGH,ANGER
synthetic_tts/urgency_high_add_4265.wav,My oxygen saturation has suddenly dropped and I am struggling to breathe. I need an urgent assessment and guidance on the next step.,MEDICAL,MEDICAL_SPECIALTY,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,DIAGNOSTIC_TEST_OR_RESULT,HIGH,FEAR
synthetic_tts/urgency_high_add_4266.wav,A factory shutdown is causing a major production shortfall and threatening current orders. This cannot wait for a normal review; please respond promptly.,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_STRATEGY_AND_PROJECT_PLANNING,BUSINESS_OPERATIONS_AND_LOGISTICS,HIGH,NEUTRAL
synthetic_tts/urgency_high_add_4267.wav,A sudden working-capital shortfall could prevent us from paying critical suppliers. The situation is worsening and needs immediate attention.,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_REPORTING_AND_OUTLOOK,FINANCIAL_METRICS_DETAIL,HIGH,FEAR
synthetic_tts/urgency_high_add_4268.wav,My elderly mother has suddenly become confused and cannot recognize anyone. Please flag this as urgent and help me decide what to do next.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_CONDITION_OR_CLINICAL_STATE,HIGH,ANGER
synthetic_tts/urgency_high_add_4269.wav,I have severe chest pain together with shortness of breath and nausea. Please treat this as a high priority and advise as soon as possible.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_add_4270.wav,I inhaled chemical fumes and now have chest tightness and worsening breathing. I need prompt assistance because the situation is becoming serious.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_ADVICE_AND_TREATMENT,TREATMENT_OR_HEALTHCARE,HIGH,NEUTRAL
synthetic_tts/urgency_high_add_4271.wav,A critical technology project has failed and may cause a large unexpected financial loss. This needs urgent review rather than a routine response.,FINANCIAL,TECHNOLOGY,BUSINESS_STRATEGY_AND_PROJECT_PLANNING,FINANCIAL_STRATEGY_AND_PLANNING,HIGH,FEAR
synthetic_tts/urgency_high_add_4272.wav,A serious governance issue has emerged involving a major healthcare contract. Please escalate this quickly because the risk is increasing.,FINANCIAL,HEALTHCARE,FINANCIAL_OPERATIONS_RISK_AND_COMPLIANCE,BUSINESS_GOVERNANCE_AND_RELATIONS,HIGH,ANGER
synthetic_tts/urgency_high_add_4273.wav,I have sudden crushing pressure in my chest with sweating and severe weakness. I need an urgent assessment and guidance on the next step.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_add_4274.wav,I am struggling to breathe and my shortness of breath is getting worse quickly. This cannot wait for a normal review; please respond promptly.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,NEUTRAL
synthetic_tts/urgency_high_add_4275.wav,One side of my face and arm suddenly feels weak and my speech is slurred. The situation is worsening and needs immediate attention.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_add_4276.wav,Our cash position has fallen sharply and we may not meet near-term obligations. Please flag this as urgent and help me decide what to do next.,FINANCIAL,HEALTHCARE,FINANCIAL_REPORTING_AND_OUTLOOK,FINANCIAL_METRICS_DETAIL,HIGH,ANGER
synthetic_tts/urgency_high_add_4277.wav,A regulatory decision could immediately suspend a major healthcare revenue stream. Please treat this as a high priority and advise as soon as possible.,FINANCIAL,HEALTHCARE,FINANCIAL_OPERATIONS_RISK_AND_COMPLIANCE,FINANCIAL_STRATEGY_AND_PLANNING,HIGH,FEAR
synthetic_tts/urgency_high_add_4278.wav,I am coughing up blood and feel extremely dizzy and weak. I need prompt assistance because the situation is becoming serious.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,NEUTRAL
synthetic_tts/urgency_high_add_4279.wav,My father has collapsed and is barely responding after severe chest pain. This needs urgent review rather than a routine response.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_CONDITION_OR_CLINICAL_STATE,HIGH,FEAR
synthetic_tts/urgency_high_add_4280.wav,My heart is beating irregularly and I feel like I may faint. Please escalate this quickly because the risk is increasing.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,ANGER
synthetic_tts/urgency_high_add_4281.wav,A major healthcare segment has reported an unexpected financial loss. I need an urgent assessment and guidance on the next step.,FINANCIAL,HEALTHCARE,FINANCIAL_PERFORMANCE_AND_SEGMENT_ANALYSIS,FINANCIAL_METRICS_DETAIL,HIGH,FEAR
synthetic_tts/urgency_high_add_4282.wav,An unexpected loss in a major business segment threatens our quarterly target. This cannot wait for a normal review; please respond promptly.,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_PERFORMANCE_AND_SEGMENT_ANALYSIS,CORPORATE_FINANCIAL_PERFORMANCE,HIGH,NEUTRAL
synthetic_tts/urgency_high_add_4283.wav,My child is having a seizure that has continued for several minutes. The situation is worsening and needs immediate attention.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_ADVICE_AND_TREATMENT,TREATMENT_OR_HEALTHCARE,HIGH,FEAR
synthetic_tts/urgency_high_add_4284.wav,I have severe swelling of my lips and difficulty breathing after taking a medicine. Please flag this as urgent and help me decide what to do next.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICATION_OR_DRUG,HIGH,ANGER
synthetic_tts/urgency_high_add_4285.wav,My oxygen saturation has suddenly dropped and I am struggling to breathe. Please treat this as a high priority and advise as soon as possible.,MEDICAL,MEDICAL_SPECIALTY,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,DIAGNOSTIC_TEST_OR_RESULT,HIGH,FEAR
synthetic_tts/urgency_high_add_4286.wav,We detected a potentially fraudulent transfer involving a major corporate account. I need prompt assistance because the situation is becoming serious.,FINANCIAL,TECHNOLOGY,FINANCIAL_OPERATIONS_RISK_AND_COMPLIANCE,GENERAL_BUSINESS_ADMINISTRATION,HIGH,NEUTRAL
synthetic_tts/urgency_high_add_4287.wav,A security incident has disrupted our financial systems and sensitive data may be exposed. This needs urgent review rather than a routine response.,FINANCIAL,TECHNOLOGY,FINANCIAL_OPERATIONS_RISK_AND_COMPLIANCE,TECHNOLOGY_AND_DIGITAL_INFRASTRUCTURE,HIGH,FEAR
synthetic_tts/urgency_high_add_4288.wav,My elderly mother has suddenly become confused and cannot recognize anyone. Please escalate this quickly because the risk is increasing.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_CONDITION_OR_CLINICAL_STATE,HIGH,ANGER
synthetic_tts/urgency_high_add_4289.wav,I have severe chest pain together with shortness of breath and nausea. I need an urgent assessment and guidance on the next step.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_add_4290.wav,I inhaled chemical fumes and now have chest tightness and worsening breathing. This cannot wait for a normal review; please respond promptly.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_ADVICE_AND_TREATMENT,TREATMENT_OR_HEALTHCARE,HIGH,NEUTRAL
synthetic_tts/urgency_high_add_4291.wav,A sudden working-capital shortfall could prevent us from paying critical suppliers. The situation is worsening and needs immediate attention.,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_REPORTING_AND_OUTLOOK,FINANCIAL_METRICS_DETAIL,HIGH,FEAR
synthetic_tts/urgency_high_add_4292.wav,A major competitor has taken substantial market share and customer losses are accelerating. Please flag this as urgent and help me decide what to do next.,FINANCIAL,TECHNOLOGY,MARKET_AND_COMPETITIVE_OUTLOOK,MARKET_AND_INDUSTRY_ANALYSIS,HIGH,ANGER
synthetic_tts/urgency_high_add_4293.wav,I have sudden crushing pressure in my chest with sweating and severe weakness. Please treat this as a high priority and advise as soon as possible.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_add_4294.wav,I am struggling to breathe and my shortness of breath is getting worse quickly. I need prompt assistance because the situation is becoming serious.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,NEUTRAL
synthetic_tts/urgency_high_add_4295.wav,One side of my face and arm suddenly feels weak and my speech is slurred. This needs urgent review rather than a routine response.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,FEAR
synthetic_tts/urgency_high_add_4296.wav,A serious governance issue has emerged involving a major healthcare contract. Please escalate this quickly because the risk is increasing.,FINANCIAL,HEALTHCARE,FINANCIAL_OPERATIONS_RISK_AND_COMPLIANCE,BUSINESS_GOVERNANCE_AND_RELATIONS,HIGH,ANGER
synthetic_tts/urgency_high_add_4297.wav,Our payment system has stopped processing transactions and customers cannot access their funds. I need an urgent assessment and guidance on the next step.,FINANCIAL,TECHNOLOGY,FINANCIAL_OPERATIONS_RISK_AND_COMPLIANCE,FINANCIAL_STRATEGY_AND_PLANNING,HIGH,FEAR
synthetic_tts/urgency_high_add_4298.wav,I am coughing up blood and feel extremely dizzy and weak. This cannot wait for a normal review; please respond promptly.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,NEUTRAL
synthetic_tts/urgency_high_add_4299.wav,My father has collapsed and is barely responding after severe chest pain. The situation is worsening and needs immediate attention.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_CONDITION_OR_CLINICAL_STATE,HIGH,FEAR
synthetic_tts/urgency_high_add_4300.wav,My heart is beating irregularly and I feel like I may faint. Please flag this as urgent and help me decide what to do next.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_SYMPTOM,HIGH,ANGER
synthetic_tts/urgency_high_add_4301.wav,A regulatory decision could immediately suspend a major healthcare revenue stream. Please treat this as a high priority and advise as soon as possible.,FINANCIAL,HEALTHCARE,FINANCIAL_OPERATIONS_RISK_AND_COMPLIANCE,FINANCIAL_STRATEGY_AND_PLANNING,HIGH,FEAR
synthetic_tts/urgency_high_add_4302.wav,A factory shutdown is causing a major production shortfall and threatening current orders. I need prompt assistance because the situation is becoming serious.,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_STRATEGY_AND_PROJECT_PLANNING,BUSINESS_OPERATIONS_AND_LOGISTICS,HIGH,NEUTRAL
synthetic_tts/urgency_high_add_4303.wav,My child is having a seizure that has continued for several minutes. This needs urgent review rather than a routine response.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_ADVICE_AND_TREATMENT,TREATMENT_OR_HEALTHCARE,HIGH,FEAR
synthetic_tts/urgency_high_add_4304.wav,I have severe swelling of my lips and difficulty breathing after taking a medicine. Please escalate this quickly because the risk is increasing.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICATION_OR_DRUG,HIGH,ANGER
synthetic_tts/urgency_high_add_4305.wav,My oxygen saturation has suddenly dropped and I am struggling to breathe. I need an urgent assessment and guidance on the next step.,MEDICAL,MEDICAL_SPECIALTY,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,DIAGNOSTIC_TEST_OR_RESULT,HIGH,FEAR
synthetic_tts/urgency_high_add_4306.wav,An unexpected loss in a major business segment threatens our quarterly target. This cannot wait for a normal review; please respond promptly.,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_PERFORMANCE_AND_SEGMENT_ANALYSIS,CORPORATE_FINANCIAL_PERFORMANCE,HIGH,NEUTRAL
synthetic_tts/urgency_high_add_4307.wav,A critical technology project has failed and may cause a large unexpected financial loss. The situation is worsening and needs immediate attention.,FINANCIAL,TECHNOLOGY,BUSINESS_STRATEGY_AND_PROJECT_PLANNING,FINANCIAL_STRATEGY_AND_PLANNING,HIGH,FEAR
synthetic_tts/urgency_high_add_4308.wav,My elderly mother has suddenly become confused and cannot recognize anyone. Please flag this as urgent and help me decide what to do next.,MEDICAL,MEDICAL_SPECIALTY,MEDICAL_SYMPTOM_AND_CONDITION,MEDICAL_CONDITION_OR_CLINICAL_STATE,HIGH,ANGER
