sample_id,scenario_id,split,domain_label,ground_truth,target_terms,target_term_count,targets_found,targets_corrupted,corrupted_target_terms,target_start_end_count,selected_snr_db,clean_whisper_transcript,corrupted_whisper_transcript,clean_WER,corrupted_WER,domain_term_WER,domain_term_TP,domain_term_FP,domain_term_FN,domain_term_precision,domain_term_recall,temperature,beam_size,best_of,language
nlu_0082_02,S0082,unseen,medical,"The team is evaluating cerebral infarction in the context of diffusion restriction, with particular attention to the reported issue; during the latest review, the reviewing group, while considering the current evidence. The record specifically references cerebral infarction.",cerebral infarction; diffusion,2,2,0,,2,,"The team is evaluating cerebral infarction in the context of diffusion restriction, with particular attention to the reported issue, during the latest review, the reviewing group, while considering the current evidence. The record specifically references cerebral infarction.",,0.02702702702702703,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0040_04,S0040,train,medical,"A detailed case was requested concerning the implications of troponin; during the latest review, the assigned professional, while considering the current evidence.",troponin,1,1,0,,1,,"A detailed case was requested concerning the implications of troponin. During the latest review, the assigned professional, while considering the current evidence.",,0.09090909090909091,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0360_04,S0360,train,legal,"A detailed case was requested concerning the implications of material breach; at the current stage, the person handling the matter, while comparing the available options.",material breach,1,1,0,,1,,"A detailed case was requested concerning the implications of material breach. At the current stage, the person handling the matter while comparing the available options.",,0.12,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0264_09,S0264,train,finance,"The professional handling the matter is reviewing the effect of diversification on the overall situation and the associated observed changes; as part of the current review, the relevant team, after the latest information was reviewed.",diversification,1,1,0,,1,,"The professional handling the matter is reviewing the effect of diversification on the overall situation and the associated observed changes. As part of the current review, the relevant team, after the latest information, was reviewed.",,0.08571428571428572,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0219_08,S0219,train,finance,"The case involves the reported concern involving mortgage underwriting, and the relevant relevant records is being assessed; during the most recent assessment, the technical or professional team, before the next decision. The record specifically references mortgage underwriting.",mortgage underwriting,1,1,0,,1,,"The case involves the reported concern involving mortgage underwriting, and the relevant, relevant records is being assessed during the most recent assessment, the technical or professional team, before the next decision. The record specifically references mortgage underwriting.",,0.05405405405405406,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0536_02,S0536,train,general,"Could you help me with check a booking? This is at the current stage, the reviewing group, while comparing the available options.",booking,1,1,0,,1,,"Could you help me with check-up booking? This is at the current stage, the reviewing group, while comparing the available options.",,0.09090909090909091,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0032_10,S0032,train,medical,"Further review is needed before a final decision is made about the decision surrounding ischemic pattern; during the most recent assessment, the relevant team, while comparing the available options. The record specifically references ST-segment elevation.",elevation; st-segment; ischemic; pattern,4,4,1,st-segment,4,6.0,Further review is needed before a final decision is made about the decision surrounding ischemic pattern during the most recent assessment the relevant team while comparing the available options. The record specifically references ST segment elevation.,"Further review is needed before a final decision is made about the decision surrounding ischemic pattern. During the most recent assessment, the relevant team, while comparing the available options. The record specifically references ST Segment Elevation.",0.14285714285714285,0.14285714285714285,0.25,3,0,0,1.0,1.0,0.0,,,en
nlu_0017_08,S0017,train,medical,"The case involves the reported concern involving coronary artery disease, and the relevant relevant records is being assessed; during the ongoing evaluation, the assigned professional, while comparing the available options. The record specifically references coronary artery disease.",coronary artery disease,1,1,0,,1,,"The case involves the reported concern involving coronary artery disease and the relevant relevant records is being assessed. During the ongoing evaluation, the assigned professional, while comparing the available options. The record specifically references coronary artery disease.",,0.08108108108108109,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0075_07,S0075,train,medical,"The latest review focused on the evidence related to focal neurological deficit; as part of the current review, the current reviewer, before the matter is finalized. The discussion also considers cerebral infarction.",neurological; infarction; cerebral; deficit,4,4,0,,4,,"The latest review focused on the evidence related to focal neurological deficit. As part of the current review, the current reviewer, before the matter, is finalized. The discussion also considers cerebral infarction.",,0.09375,,1.0,0,0,4,0.0,0.0,0.0,,,en
nlu_0548_01,S0548,validation,general,"I need help with change a reservation, at the current stage, the assigned professional, while considering the current evidence.",reservation; change,2,2,0,,2,,"I need help with change or reservation at the current stage, the assigned professional, while considering the current evidence.",,0.10526315789473684,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0371_08,S0371,unseen,legal,"The case involves the reported concern involving termination provision, and the relevant relevant records is being assessed; in the current round of review, the person handling the matter, before the next decision. The record specifically references termination provision.",termination provision,1,1,0,,1,,"The case involves the reported concern involving termination provision, and the relevant relevant records is being assessed. In the current round of review, the person handling the matter before the next decision. The record specifically references termination provision.",,0.07894736842105263,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0277_05,S0277,unseen,finance,"The specialist discussed the documented issue involving P/E during the latest review; after the recent update, the relevant team, before the next decision. The record specifically references price-to-earnings ratio.",price-to-earnings ratio,1,0,0,,0,,"The specialist discussed the documented issue involving P.E. during the latest review, after the recent update, the relevant team, before the next decision. The record specifically references price to earnings ratio.",,0.1724137931034483,,,0,0,0,0.0,0.0,0.0,,,en
nlu_0512_03,S0512,unseen,general,"Please help me plan a trip; this is in the current round of review, the reviewing organization, before the next decision.",organization; before,2,2,0,,2,,Please help me plan a trip. This is in the current round of review the reviewing organization before the next decision.,,0.19047619047619047,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0401_07,S0401,train,legal,"The latest record focused on the evidence related to sworn statement; at the current stage, the person handling the matter, before the next decision. The discussion also considers witness testimony.",testimony; statement; witness,3,3,0,,3,,"The latest record focused on the evidence related to sworn statement. At the current stage, the person handling the matter before the next decision. The discussion also considers witness testimony.",,0.1,,1.0,0,0,3,0.0,0.0,0.0,,,en
nlu_0188_02,S0188,train,medical,"The team is evaluating levothyroxine in the context of TSH, with particular attention to the reported issue; following the previous discussion, the current reviewer, before the matter is finalized. The record specifically references levothyroxine.",levothyroxine,1,1,1,levothyroxine,1,6.0,"The team is evaluating Levothiric Sign in the context of TSH, with particular attention to the reported issue. Following the previous discussion, the current reviewer, before the matter, is finalized. The record specifically references Levothiric Sign.","The team is evaluating Levothiric Sign in the context of TSH, with particular attention to the reported issue. Following the previous discussion, the current reviewer, before the matter, is finalized. The record specifically references Levothiric Sign.",0.20588235294117646,0.20588235294117646,1.0,0,0,0,0.0,0.0,0.0,,,en
nlu_0576_07,S0576,train,general,"I would like to check a booking; the situation is during the latest review, the responsible specialist, before the next decision.",booking,1,1,0,,1,,"I would like to check a booking. The situation is during the latest review, the responsible specialist, before the next decision.",,0.09523809523809523,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0320_04,S0320,train,legal,"A detailed case was requested concerning the implications of confidentiality clause; as part of the current review, the decision-making group, after the latest information was reviewed.",confidentiality clause,1,1,0,,1,,"A detailed case was requested concerning the implications of confidentiality clause. As part of the current review, the decision-making group, after the latest information was reviewed.",,0.07692307692307693,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0376_05,S0376,train,legal,"The specialist discussed the documented issue involving termination right during the latest assessment; at the next decision point, the assigned professional, before the next decision. The record specifically references termination provision.",termination provision,1,1,1,termination provision,1,0.0,"The specialist discussed the documented issue involving termination right during the latest assessment. At the next decision point, the assigned professional before the next decision. The record specifically references termination provision.","The specialist discussed the documented issue involving termination right during the latest assessment. At the next decision point, the assigned professional before the next decision. The record specifically references termination position.",0.0967741935483871,0.12903225806451613,0.5,0,0,1,0.0,0.0,0.0,,,en
nlu_0563_06,S0563,train,general,"I am trying to ask about a delivery, and this is as part of the current review, the person handling the matter, during the present round of discussion.",trying,1,1,0,,1,,"I am trying to ask about a delivery, and this is as part of the current review, the person handling the matter during the present round of discussion.",,0.03571428571428571,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0490_05,S0490,validation,technology,"The specialist discussed the documented issue involving attention during the latest incident; at the current stage, the assigned professional, before the next decision. The record specifically references transformer model.",transformer model,1,1,0,,1,,"The specialist discussed the documented issue involving attention during the latest incident. At the current stage, the assigned professional before the next decision. The record specifically references transformer model.",,0.10344827586206896,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0411_03,S0411,unseen,legal,"The current available evidence requires further account, especially in relation to the relationship between motion to dismiss and complaint; at the current stage, the relevant team, during the present round of discussion. The discussion also considers complaint.",motion dismiss; complaint,2,1,0,,1,,"The current available evidence requires further account, especially in relation to the relationship between motion to dismiss and complaint. At the current stage, the relevant team during the present round of discussion. The discussion also considers complaint.",,0.08108108108108109,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0127_02,S0127,unseen,medical,"The team is evaluating neuropathy in the context of sensory deficit, with particular attention to the reported issue; at the current stage, the case team, after the latest information was reviewed. The record specifically references neuropathy.",neuropathy; deficit; sensory,3,3,0,,3,,"The team is evaluating neuropathy in the context of sensory deficit, with particular attention to the reported issue. At the current stage, the case team, after the latest information, was reviewed. The record specifically references neuropathy.",,0.08333333333333333,,1.0,0,0,3,0.0,0.0,0.0,,,en
nlu_0234_09,S0234,unseen,finance,"The professional handling the matter is reviewing the effect of loan delinquency on the overall situation and the associated observed changes; following the previous discussion, the relevant team, before the next decision.",delinquency,1,1,0,,1,,"The professional handling the matter is reviewing the effect of loan delinquency on the overall situation and the associated observed changes. Following the previous discussion, the relevant team before the next decision.",,0.09375,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0009_05,S0009,train,medical,"The specialist discussed the documented issue involving atrial fibrillation during the latest account; during the ongoing evaluation, the reviewing organization, after the latest information was reviewed. The record specifically references irregularly irregular rhythm.",atrial fibrillation; irregularly; irregular; rhythm,4,4,1,rhythm,4,0.0,"The specialist discussed the documented issue involving atrial fibrillation during the latest account. During the ongoing evaluation, the reviewing organization, after the latest information was reviewed. The record specifically references irregularly irregular rhythm.","The specialist discussed the documented issue involving atrial fibrillation during the latest account. During the ongoing evaluation, the reviewing organization, after the latest information was reviewed. The record specifically references irregularly and irregularly.",0.06060606060606061,0.12121212121212122,0.4,3,0,1,1.0,0.75,0.0,,,en
nlu_0383_02,S0383,validation,legal,"The team is evaluating plaintiff in the context of civil action, with particular attention to the reported issue; at the next decision point, the relevant team, after the latest information was reviewed. The record specifically references plaintiff.",plaintiff; action,2,2,1,plaintiff,2,0.0,"The team is evaluating plaintiff in the context of civil action, with particular attention to the reported issue. At the next decision point, the relevant team, after the latest information was reviewed. The record specifically references plaintiff.","The team is evaluating Tintif in the context of civil action, with particular attention to the reported issue. At the next decision point, the relevant team, after the latest information was reviewed. The record specifically references Tintif.",0.05405405405405406,0.10810810810810811,0.5,1,0,1,1.0,0.5,0.0,,,en
nlu_0266_04,S0266,train,finance,"A detailed adjustment was requested concerning the implications of portfolio allocation; during the most recent assessment, the person handling the matter, while comparing the available options.",portfolio allocation,1,1,0,,1,,"A detailed adjustment was requested concerning the implications of portfolio allocation. During the most recent assessment, the person handling the matter while comparing the available options.",,0.11538461538461539,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0555_06,S0555,train,general,"I am trying to ask for opening hours, and this is as part of the current review, the relevant team, before the next decision.",opening; trying,2,2,0,,2,,"I am trying to ask for opening hours, and this is as part of the current review, the relevant team, before the next decision.",,0.0,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0275_07,S0275,unseen,finance,"The latest review focused on the evidence related to enterprise value; after the latest information became available, the case team, while comparing the available options. The discussion also considers discounted cash flow.",discounted; enterprise,2,2,1,discounted,2,0.0,"The latest review focused on the evidence related to enterprise value. After the latest information became available, the case team, while comparing the available options. The discussion also considers discounted cash flow.","The latest review focused on the evidence related to enterprise value. After the latest information became available, the case team, while comparing the available options. The discussion also considered this count with cash flow.",0.0625,0.1875,0.5,1,0,1,1.0,0.5,0.0,,,en
nlu_0286_09,S0286,train,finance,"The professional handling the matter is reviewing the effect of realized return on the overall situation and the associated observed changes; during the most recent assessment, the reviewing group, before the matter is finalized.",realized; return,2,2,0,,2,,"The professional handling the matter is reviewing the effect of realized return on the overall situation and the associated observed changes. During the most recent assessment, the reviewing group, before the matter, is finalized.",,0.08823529411764706,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0100_07,S0100,unseen,medical,"The latest exposure focused on the evidence related to EEG; at the next decision point, the reviewing group, before the next decision. The discussion also considers seizure activity.",activity; seizure,2,2,0,,2,,"The latest exposure focused on the evidence related to EEG. At the next decision point, the reviewing group before the next decision. The discussion also considers seizure activity.",,0.10714285714285714,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0023_09,S0023,train,medical,"The professional handling the matter is reviewing the effect of coronary stenosis on the overall situation and the associated observed changes; as part of the current review, the case team, while comparing the available options.",coronary; stenosis,2,2,0,,2,,"The professional handling the matter is reviewing the effect of coronary stenosis on the overall situation and the associated observed changes. As part of the current review, the case team, while comparing the available options.",,0.05714285714285714,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0327_05,S0327,train,legal,"The specialist discussed the documented issue involving contract performance during the latest screening; at the current stage, the current reviewer, while considering the current evidence. The record specifically references force majeure.",force majeure; performance; contract,3,2,0,,2,,"The specialist discussed the documented issue involving contract performance during the latest screening at the current stage, the current reviewer, while considering the current evidence. The record specifically references force Majora.",,0.06451612903225806,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0483_09,S0483,train,technology,"The professional handling the matter is reviewing the effect of embedding on the overall situation and the associated observed changes; at the next decision point, the technical or professional team, after the latest information was reviewed.",embedding,1,1,0,,1,,"The professional handling the matter is reviewing the effect of embedding on the overall situation and the associated observed changes. At the next decision point, the technical or professional team after the latest information was reviewed.",,0.08333333333333333,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0395_03,S0395,train,legal,"The current available evidence requires further authorization, especially in relation to the relationship between deposition and witness testimony; after the latest information became available, the relevant team, before the matter is finalized. The discussion also considers witness testimony.",deposition; testimony; witness,3,3,0,,3,,"The current available evidence requires further authorization, especially in relation to the relationship between deposition and witness testimony. After the latest information became available, the relevant team, before the matter, is finalized. The discussion also considers witness testimony.",,0.07894736842105263,,1.0,0,0,3,0.0,0.0,0.0,,,en
nlu_0546_10,S0546,train,general,"I need some information because I want to check train status; at the current stage, the technical or professional team, while comparing the available options.",because,1,1,0,,1,,"I need some information because I want to check train status. At the current stage, the technical or professional team while comparing the available options.",,0.12,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0384_03,S0384,train,legal,"The current available evidence requires further exposure, especially in relation to the relationship between plaintiff and claim; at the current stage, the reviewing organization, while comparing the available options. The discussion also considers claim.",plaintiff,1,1,1,plaintiff,1,0.0,"The current available evidence requires further exposure, especially in relation to the relationship between plaintiff and claim, at the current stage, the reviewing organization, while comparing the available options. The discussion also considers claim.","The current available evidence requires further exposure, especially in relation to the relationship between plintiff and claim, at the current stage, the reviewing organization, while comparing the available options. The discussion also considers claim.",0.029411764705882353,0.058823529411764705,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0166_03,S0166,validation,medical,"The current available evidence requires further monitoring, especially in relation to the relationship between warfarin and anticoagulation; after the latest information became available, the current reviewer, while comparing the available options. The discussion also considers anticoagulation.",anticoagulation; warfarin,2,2,0,,2,,"The current available evidence requires further monitoring, especially in relation to the relationship between Warfarin and anti-coagulation. After the latest information became available, the current reviewer, while comparing the available options. The discussion also considers anti-coagulation.",,0.1111111111111111,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0008_10,S0008,train,medical,"Further authorization is needed before a final decision is made about the decision surrounding coronary occlusion; following the previous discussion, the current reviewer, after the latest information was reviewed. The record specifically references myocardial ischemia.",myocardial; occlusion; coronary; ischemia,4,4,2,occlusion; ischemia,4,0.0,"Further authorization is needed before a final decision is made about the decision surrounding coronary occlusion. Following the previous discussion, the current reviewer, after the latest information was reviewed. The record specifically references myocardial ischemia.","Further authorization is needed before a final decision is made about the decision surrounding coronary occusion. Following the previous discussion, the current reviewer, after the latest information was reviewed. The record specifically references myocardial experience.",0.05714285714285714,0.08571428571428572,0.5,2,0,2,1.0,0.5,0.0,,,en
nlu_0097_05,S0097,train,medical,"The specialist discussed the documented issue involving seizure activity during the latest review; following the previous discussion, the assigned professional, before the next decision. The record specifically references seizure disorder.",seizure disorder; activity,2,2,0,,2,,"The specialist discussed the documented issue involving seizure activity during the latest review, following the previous discussion, the assigned professional, before the next decision. The record specifically references seizure disorder.",,0.03333333333333333,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0093_07,S0093,train,medical,"The latest response focused on the evidence related to electroencephalography; during the ongoing evaluation, the relevant team, before the next decision. The discussion also considers seizure disorder.",electroencephalography; disorder; seizure,3,3,0,,3,,"The latest response focused on the evidence related to electroencephalography during the ongoing evaluation, the relevant team, before the next decision. The discussion also considers seizure disorder.",,0.037037037037037035,,1.0,0,0,3,0.0,0.0,0.0,,,en
nlu_0080_05,S0080,train,medical,"The specialist discussed the documented issue involving cerebral infarction during the latest report; following the previous discussion, the assigned professional, while considering the current evidence. The record specifically references ischemic stroke.",ischemic stroke; infarction; cerebral,3,3,1,ischemic stroke,3,3.0,"The specialist discussed the documented issue involving cerebral infarction during the latest report, following the previous discussion, the assigned professional, while considering the current evidence. The record specifically references ischemic stroke.","The specialist discussed the documented issue involving cerebral infarction during the latest report, following the previous discussion, the assigned professional, while considering the current evidence. The record specifically references its kinek stroke.",0.03225806451612903,0.0967741935483871,0.25,2,0,1,1.0,0.6666666666666666,0.0,,,en
nlu_0338_10,S0338,train,legal,"Further record is needed before a final decision is made about the decision surrounding contract interpretation; during the latest review, the current reviewer, while comparing the available options. The record specifically references governing law.",governing; interpretation; contract,3,3,0,,3,,"Further record is needed before a final decision is made about the decision surrounding contract interpretation. During the latest review, the current reviewer, while comparing the available options. The record specifically references governing law.",,0.058823529411764705,,1.0,0,0,3,0.0,0.0,0.0,,,en
nlu_0317_05,S0317,train,legal,"The specialist discussed the documented issue involving confidential information during the latest review; during the latest review, the responsible specialist, while comparing the available options. The record specifically references confidentiality clause.",confidentiality clause; confidential,2,2,1,confidentiality clause,2,0.0,"The specialist discussed the documented issue involving confidential information during the latest review, during the latest review, the responsible specialist, while comparing the available options. The record specifically references confidentiality clause.","The specialist discussed the documented issue involving confidential information during the latest review, during the latest review, the responsible specialist, while comparing the available options. The record specifically references confidentiality flaws.",0.03225806451612903,0.06451612903225806,0.3333333333333333,1,0,1,1.0,0.5,0.0,,,en
nlu_0466_08,S0466,train,technology,"The case involves the reported concern involving REST API, and the relevant relevant records is being assessed; after the recent update, the reviewing group, during the present round of discussion. The record specifically references REST API.",rest,1,1,0,,1,,"The case involves the reported concern involving REST API and the relevant relevant records is being assessed. After the recent update, the reviewing group during the present round of discussion. The record specifically references REST API.",,0.1111111111111111,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0332_02,S0332,train,legal,"The team is evaluating indemnification clause in the context of losses, with particular attention to the reported issue; as part of the current review, the person handling the matter, after the latest information was reviewed. The record specifically references indemnification clause.",indemnification clause; losses,2,2,0,,2,,"The team is evaluating indemnification clause in the context of losses, with particular attention to the reported issue. As part of the current review, the person handling the matter after the latest information was reviewed. The record specifically references indemnification clause.",,0.07317073170731707,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0394_05,S0394,validation,legal,"The specialist discussed the documented issue involving witness testimony during the latest transfer; in the current round of review, the current reviewer, before the next decision. The record specifically references deposition.",deposition; testimony; witness,3,3,0,,3,,"The specialist discussed the documented issue involving witness testimony during the latest transfer. In the current round of review, the current reviewer before the next decision. The record specifically references deposition.",,0.0967741935483871,,1.0,0,0,3,0.0,0.0,0.0,,,en
nlu_0108_05,S0108,train,medical,"The specialist discussed the documented issue involving visual aura during the latest model; at the current stage, the decision-making group, during the present round of discussion. The record specifically references migraine with aura.",migraine with aura; visual,2,2,0,,2,,"The specialist discussed the documented issue involving visual aura during the latest model. At the current stage, the decision-making group during the present round of discussion. The record specifically references migraine with aura.",,0.09090909090909091,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0485_01,S0485,train,technology,"The current findings was reviewed in relation to vector database and embedding, at the next decision point, the decision-making group, while considering the current evidence.",vector database; embedding,2,2,0,,2,,"The current findings was reviewed in relation to vector database and embedding. At the next decision point, the decision making group, while considering the current evidence.",,0.16,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0419_04,S0419,train,legal,"A detailed analysis was requested concerning the implications of summary judgment; during the latest review, the decision-making group, during the present round of discussion.",summary judgment,1,1,0,,1,,"A detailed analysis was requested concerning the implications of summary judgment. During the latest review, the decision-making group, during the present round of discussion.",,0.08333333333333333,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0203_05,S0203,train,finance,"The specialist discussed the documented issue involving anti-money laundering during the latest record; after the recent update, the relevant team, before the matter is finalized. The record specifically references AML.",laundering; anti-money,2,2,0,,2,,"The specialist discussed the documented issue involving anti-money laundering during the latest record. After the recent update, the relevant team, before the matter, is finalized. The record specifically references AML.",,0.1,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0568_08,S0568,train,general,"Is it possible to change a reservation, considering in the current round of review, the person handling the matter, before the matter is finalized?",reservation; possible; change,3,3,0,,3,,"Is it possible to change a reservation? Considering in the current round of review, the person handling the matter before the matter is finalized.",,0.16666666666666666,,1.0,0,0,3,0.0,0.0,0.0,,,en
nlu_0464_05,S0464,train,technology,"The specialist discussed the documented issue involving HTTP endpoint during the latest monitoring; as part of the current review, the case team, during the present round of discussion. The record specifically references REST API.",rest; endpoint,2,2,0,,2,,"The specialist discussed the documented issue involving HTTP endpoint during the latest monitoring, as part of the current review, the case team, during the present round of discussion. The records specifically references REST API.",,0.058823529411764705,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0175_06,S0175,validation,medical,"The available evidence was considered before deciding how to address the current status of atorvastatin; following the previous discussion, the responsible specialist, while comparing the available options.",atorvastatin,1,1,1,atorvastatin,1,6.0,"The available evidence was considered before deciding how to address the current status of Ador Vastitin. Following the previous discussion, the responsible specialist, while comparing the available options.","The available evidence was considered before deciding how to address the current status of Ador Vastitin. Following the previous discussion, the responsible specialist, while comparing the available options.",0.1111111111111111,0.1111111111111111,1.0,0,0,0,0.0,0.0,0.0,,,en
nlu_0315_04,S0315,train,legal,"A detailed transfer was requested concerning the implications of confidentiality clause; at the next decision point, the reviewing organization, during the present round of discussion.",confidentiality clause,1,1,1,confidentiality clause,1,0.0,"A detailed transfer was requested concerning the implications of confidentiality clause. At the next decision point, the reviewing organization during the present round of discussion","A detailed transfer was requested concerning the implications of confidentiality crime. At the next decision point, the reviewing organization during the present round of discussion",0.16,0.16,0.5,0,0,1,0.0,0.0,0.0,,,en
