sample_id,scenario_id,split,ground_truth,whisper_transcript,wer,is_error,avg_logprob,no_speech_prob,compression_ratio,temperature,language,S,D,I,N,domain_WER,domain_true,domain_pred,domain_correct,domain_TP,domain_FP,domain_FN,domain_precision,domain_recall,domain_S_total,domain_D_total,domain_I_total,domain_N_total,domain_WER_aggregate,domain_TP_total,domain_FP_total,domain_FN_total,domain_precision_aggregate,domain_recall_aggregate
nlu_0531_03,S0531,train,"Please help me confirm a meeting; this is after the latest information became available, the case team, during the present round of discussion.","Please help me confirm a meeting. This is after the latest information became available, the case team, during the present round of discussion.",0.0869565217391304,1,-0.25725981593132,0.0132818063721061,1.27678571428571,0,en,0,0,0,23,0.0,general,general,1,1000,0,0,1.0,1.0,58,1,410,23320,0.020111492281303604,1000,0,0,1.0,1.0
nlu_0262_02,S0262,train,"The team is evaluating portfolio allocation in the context of asset weights, with particular attention to the reported issue; as part of the current review, the reviewing organization, while considering the current evidence. The record specifically references portfolio allocation.","The team is evaluating portfolio allocation in the context of asset weights, with particular attention to the reported issue. As part of the current review, the reviewing organization, while considering the current evidence. The record specifically references portfolio allocation.",0.0512820512820513,1,-0.142747200452364,0.0074139535427093,1.63372093023256,0,en,0,0,0,39,0.0,finance,finance,1,1242,2,8,0.9983922829581994,0.9936,113,84,949,41225,0.027798665858095817,1242,2,8,0.9983922829581994,0.9936
nlu_0082_02,S0082,unseen,"The team is evaluating cerebral infarction in the context of diffusion restriction, with particular attention to the reported issue; during the latest review, the reviewing group, while considering the current evidence. The record specifically references cerebral infarction.","The team is evaluating cerebral infarction in the context of diffusion restriction, with particular attention to the reported issue, during the latest review, the reviewing group, while considering the current evidence. The record specifically references cerebral infarction.",0.027027027027027,1,-0.120154849120549,0.0089743332937359,1.61764705882353,0,en,0,0,0,37,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0040_04,S0040,train,"A detailed case was requested concerning the implications of troponin; during the latest review, the assigned professional, while considering the current evidence.","A detailed case was requested concerning the implications of troponin. During the latest review, the assigned professional, while considering the current evidence.",0.0909090909090909,1,-0.319662238612319,0.0037482250481844,1.36974789915966,0,en,0,0,0,22,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0360_04,S0360,train,"A detailed case was requested concerning the implications of material breach; at the current stage, the person handling the matter, while comparing the available options.","A detailed case was requested concerning the implications of material breach. At the current stage, the person handling the matter while comparing the available options.",0.12,1,-0.228734883395108,0.0042374497279524,1.39669421487603,0,en,0,0,0,25,0.0,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0264_09,S0264,train,"The professional handling the matter is reviewing the effect of diversification on the overall situation and the associated observed changes; as part of the current review, the relevant team, after the latest information was reviewed.","The professional handling the matter is reviewing the effect of diversification on the overall situation and the associated observed changes. As part of the current review, the relevant team, after the latest information, was reviewed.",0.0857142857142857,1,-0.181639007900072,0.007671205792576,1.5359477124183,0,en,0,0,0,35,0.0,finance,finance,1,1242,2,8,0.9983922829581994,0.9936,113,84,949,41225,0.027798665858095817,1242,2,8,0.9983922829581994,0.9936
nlu_0219_08,S0219,train,"The case involves the reported concern involving mortgage underwriting, and the relevant relevant records is being assessed; during the most recent assessment, the technical or professional team, before the next decision. The record specifically references mortgage underwriting.","The case involves the reported concern involving mortgage underwriting, and the relevant, relevant records is being assessed during the most recent assessment, the technical or professional team, before the next decision. The record specifically references mortgage underwriting.",0.0540540540540541,1,-0.251569147463198,0.0094277802854776,1.69090909090909,0,en,0,0,0,37,0.0,finance,finance,1,1242,2,8,0.9983922829581994,0.9936,113,84,949,41225,0.027798665858095817,1242,2,8,0.9983922829581994,0.9936
nlu_0536_02,S0536,train,"Could you help me with check a booking? This is at the current stage, the reviewing group, while comparing the available options.","Could you help me with check-up booking? This is at the current stage, the reviewing group, while comparing the available options.",0.0909090909090909,1,-0.265160501003265,0.015863036736846,1.18181818181818,0,en,1,0,0,22,0.0454545454545454,general,general,1,1000,0,0,1.0,1.0,58,1,410,23320,0.020111492281303604,1000,0,0,1.0,1.0
nlu_0032_10,S0032,train,"Further review is needed before a final decision is made about the decision surrounding ischemic pattern; during the most recent assessment, the relevant team, while comparing the available options. The record specifically references ST-segment elevation.",Further review is needed before a final decision is made about the decision surrounding ischemic pattern during the most recent assessment the relevant team while comparing the available options. The record specifically references ST segment elevation.,0.142857142857143,1,-0.182568528917101,0.0046612950973212,1.52727272727273,0,en,0,0,0,36,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0017_08,S0017,train,"The case involves the reported concern involving coronary artery disease, and the relevant relevant records is being assessed; during the ongoing evaluation, the assigned professional, while comparing the available options. The record specifically references coronary artery disease.","The case involves the reported concern involving coronary artery disease and the relevant relevant records is being assessed. During the ongoing evaluation, the assigned professional, while comparing the available options. The record specifically references coronary artery disease.",0.0810810810810811,1,-0.272506526872224,0.0060579851269722,1.67857142857143,0,en,0,0,0,37,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0075_07,S0075,train,"The latest review focused on the evidence related to focal neurological deficit; as part of the current review, the current reviewer, before the matter is finalized. The discussion also considers cerebral infarction.","The latest review focused on the evidence related to focal neurological deficit. As part of the current review, the current reviewer, before the matter, is finalized. The discussion also considers cerebral infarction.",0.09375,1,-0.225127402772295,0.0072436546906828,1.51748251748252,0,en,0,0,0,32,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0548_01,S0548,validation,"I need help with change a reservation, at the current stage, the assigned professional, while considering the current evidence.","I need help with change or reservation at the current stage, the assigned professional, while considering the current evidence.",0.105263157894737,1,-0.290787078716137,0.0062895282171666,1.29591836734694,0,en,1,0,0,19,0.0526315789473684,general,general,1,1000,0,0,1.0,1.0,58,1,410,23320,0.020111492281303604,1000,0,0,1.0,1.0
nlu_0371_08,S0371,unseen,"The case involves the reported concern involving termination provision, and the relevant relevant records is being assessed; in the current round of review, the person handling the matter, before the next decision. The record specifically references termination provision.","The case involves the reported concern involving termination provision, and the relevant relevant records is being assessed. In the current round of review, the person handling the matter before the next decision. The record specifically references termination provision.",0.0789473684210526,1,-0.253726684130155,0.009597860276699,1.63253012048193,0,en,0,0,0,38,0.0,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0277_05,S0277,unseen,"The specialist discussed the documented issue involving P/E during the latest review; after the recent update, the relevant team, before the next decision. The record specifically references price-to-earnings ratio.","The specialist discussed the documented issue involving P.E. during the latest review, after the recent update, the relevant team, before the next decision. The record specifically references price to earnings ratio.",0.172413793103448,1,-0.207086844877763,0.0078317457810044,1.43046357615894,0,en,0,0,0,32,0.0,finance,finance,1,1242,2,8,0.9983922829581994,0.9936,113,84,949,41225,0.027798665858095817,1242,2,8,0.9983922829581994,0.9936
nlu_0512_03,S0512,unseen,"Please help me plan a trip; this is in the current round of review, the reviewing organization, before the next decision.",Please help me plan a trip. This is in the current round of review the reviewing organization before the next decision.,0.19047619047619,1,-0.21483012346121,0.0195485949516296,1.21428571428571,0,en,0,0,0,21,0.0,general,general,1,1000,0,0,1.0,1.0,58,1,410,23320,0.020111492281303604,1000,0,0,1.0,1.0
nlu_0401_07,S0401,train,"The latest record focused on the evidence related to sworn statement; at the current stage, the person handling the matter, before the next decision. The discussion also considers witness testimony.","The latest record focused on the evidence related to sworn statement. At the current stage, the person handling the matter before the next decision. The discussion also considers witness testimony.",0.1,1,-0.258548713311916,0.0055414917878806,1.43795620437956,0,en,0,0,0,30,0.0,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0188_02,S0188,train,"The team is evaluating levothyroxine in the context of TSH, with particular attention to the reported issue; following the previous discussion, the current reviewer, before the matter is finalized. The record specifically references levothyroxine.","The team is evaluating Levothiric Sign in the context of TSH, with particular attention to the reported issue. Following the previous discussion, the current reviewer, before the matter, is finalized. The record specifically references Levothiric Sign.",0.205882352941176,1,-0.203401113811292,0.0070288488641381,1.46511627906977,0,en,2,0,2,34,0.1176470588235294,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0576_07,S0576,train,"I would like to check a booking; the situation is during the latest review, the responsible specialist, before the next decision.","I would like to check a booking. The situation is during the latest review, the responsible specialist, before the next decision.",0.0952380952380952,1,-0.198586463928223,0.0067294188775122,1.22857142857143,0,en,0,0,0,21,0.0,general,general,1,1000,0,0,1.0,1.0,58,1,410,23320,0.020111492281303604,1000,0,0,1.0,1.0
nlu_0320_04,S0320,train,"A detailed case was requested concerning the implications of confidentiality clause; as part of the current review, the decision-making group, after the latest information was reviewed.","A detailed case was requested concerning the implications of confidentiality clause. As part of the current review, the decision-making group, after the latest information was reviewed.",0.0769230769230769,1,-0.193390085890486,0.0066590192727744,1.40151515151515,0,en,0,0,0,27,0.0,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0376_05,S0376,train,"The specialist discussed the documented issue involving termination right during the latest assessment; at the next decision point, the assigned professional, before the next decision. The record specifically references termination provision.","The specialist discussed the documented issue involving termination right during the latest assessment. At the next decision point, the assigned professional before the next decision. The record specifically references termination provision.",0.0967741935483871,1,-0.136002631414504,0.0069448542781174,1.59602649006623,0,en,0,0,0,31,0.0,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0563_06,S0563,train,"I am trying to ask about a delivery, and this is as part of the current review, the person handling the matter, during the present round of discussion.","I am trying to ask about a delivery, and this is as part of the current review, the person handling the matter during the present round of discussion.",0.0357142857142857,1,-0.183113967671114,0.0115359546616673,1.32743362831858,0,en,0,0,0,28,0.0,general,general,1,1000,0,0,1.0,1.0,58,1,410,23320,0.020111492281303604,1000,0,0,1.0,1.0
nlu_0490_05,S0490,validation,"The specialist discussed the documented issue involving attention during the latest incident; at the current stage, the assigned professional, before the next decision. The record specifically references transformer model.","The specialist discussed the documented issue involving attention during the latest incident. At the current stage, the assigned professional before the next decision. The record specifically references transformer model.",0.103448275862069,1,-0.294803953170776,0.0067675542086362,1.4635761589404,0,en,0,0,0,29,0.0,technology,technology,1,584,1,36,0.9982905982905984,0.9419354838709676,111,89,946,19884,0.05763427881713941,584,1,36,0.9982905982905983,0.9419354838709677
nlu_0411_03,S0411,unseen,"The current available evidence requires further account, especially in relation to the relationship between motion to dismiss and complaint; at the current stage, the relevant team, during the present round of discussion. The discussion also considers complaint.","The current available evidence requires further account, especially in relation to the relationship between motion to dismiss and complaint. At the current stage, the relevant team during the present round of discussion. The discussion also considers complaint.",0.0810810810810811,1,-0.21603593639299,0.0090907653793692,1.59146341463415,0,en,0,0,0,37,0.0,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0127_02,S0127,unseen,"The team is evaluating neuropathy in the context of sensory deficit, with particular attention to the reported issue; at the current stage, the case team, after the latest information was reviewed. The record specifically references neuropathy.","The team is evaluating neuropathy in the context of sensory deficit, with particular attention to the reported issue. At the current stage, the case team, after the latest information, was reviewed. The record specifically references neuropathy.",0.0833333333333333,1,-0.205021063486735,0.0075387768447399,1.49390243902439,0,en,0,0,0,36,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0234_09,S0234,unseen,"The professional handling the matter is reviewing the effect of loan delinquency on the overall situation and the associated observed changes; following the previous discussion, the relevant team, before the next decision.","The professional handling the matter is reviewing the effect of loan delinquency on the overall situation and the associated observed changes. Following the previous discussion, the relevant team before the next decision.",0.09375,1,-0.231941525529071,0.0153847355395556,1.47333333333333,0,en,0,0,0,32,0.0,finance,finance,1,1242,2,8,0.9983922829581994,0.9936,113,84,949,41225,0.027798665858095817,1242,2,8,0.9983922829581994,0.9936
nlu_0009_05,S0009,train,"The specialist discussed the documented issue involving atrial fibrillation during the latest account; during the ongoing evaluation, the reviewing organization, after the latest information was reviewed. The record specifically references irregularly irregular rhythm.","The specialist discussed the documented issue involving atrial fibrillation during the latest account. During the ongoing evaluation, the reviewing organization, after the latest information was reviewed. The record specifically references irregularly irregular rhythm.",0.0606060606060606,1,-0.144698785275829,0.0095007894560694,1.61077844311377,0,en,0,0,0,33,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0383_02,S0383,validation,"The team is evaluating plaintiff in the context of civil action, with particular attention to the reported issue; at the next decision point, the relevant team, after the latest information was reviewed. The record specifically references plaintiff.","The team is evaluating plaintiff in the context of civil action, with particular attention to the reported issue. At the next decision point, the relevant team, after the latest information was reviewed. The record specifically references plaintiff.",0.0540540540540541,1,-0.157087287902832,0.0078836167231202,1.50909090909091,0,en,0,0,0,37,0.0,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0266_04,S0266,train,"A detailed adjustment was requested concerning the implications of portfolio allocation; during the most recent assessment, the person handling the matter, while comparing the available options.","A detailed adjustment was requested concerning the implications of portfolio allocation. During the most recent assessment, the person handling the matter while comparing the available options.",0.115384615384615,1,-0.143063362906961,0.0044752322137355,1.45112781954887,0,en,0,0,0,26,0.0,finance,finance,1,1242,2,8,0.9983922829581994,0.9936,113,84,949,41225,0.027798665858095817,1242,2,8,0.9983922829581994,0.9936
nlu_0555_06,S0555,train,"I am trying to ask for opening hours, and this is as part of the current review, the relevant team, before the next decision.","I am trying to ask for opening hours, and this is as part of the current review, the relevant team, before the next decision.",0.0,0,-0.189746595198108,0.009508897550404,1.23762376237624,0,en,0,0,0,24,0.0,general,general,1,1000,0,0,1.0,1.0,58,1,410,23320,0.020111492281303604,1000,0,0,1.0,1.0
nlu_0275_07,S0275,unseen,"The latest review focused on the evidence related to enterprise value; after the latest information became available, the case team, while comparing the available options. The discussion also considers discounted cash flow.","The latest review focused on the evidence related to enterprise value. After the latest information became available, the case team, while comparing the available options. The discussion also considers discounted cash flow.",0.0625,1,-0.209279277107932,0.0052846227772533,1.49664429530201,0,en,0,0,0,32,0.0,finance,finance,1,1242,2,8,0.9983922829581994,0.9936,113,84,949,41225,0.027798665858095817,1242,2,8,0.9983922829581994,0.9936
nlu_0286_09,S0286,train,"The professional handling the matter is reviewing the effect of realized return on the overall situation and the associated observed changes; during the most recent assessment, the reviewing group, before the matter is finalized.","The professional handling the matter is reviewing the effect of realized return on the overall situation and the associated observed changes. During the most recent assessment, the reviewing group, before the matter, is finalized.",0.0882352941176471,1,-0.141944495114413,0.0137427598237991,1.54362416107383,0,en,0,0,0,34,0.0,finance,finance,1,1242,2,8,0.9983922829581994,0.9936,113,84,949,41225,0.027798665858095817,1242,2,8,0.9983922829581994,0.9936
nlu_0100_07,S0100,unseen,"The latest exposure focused on the evidence related to EEG; at the next decision point, the reviewing group, before the next decision. The discussion also considers seizure activity.","The latest exposure focused on the evidence related to EEG. At the next decision point, the reviewing group before the next decision. The discussion also considers seizure activity.",0.107142857142857,1,-0.17347954481076,0.0070666149258613,1.39230769230769,0,en,0,0,0,28,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0023_09,S0023,train,"The professional handling the matter is reviewing the effect of coronary stenosis on the overall situation and the associated observed changes; as part of the current review, the case team, while comparing the available options.","The professional handling the matter is reviewing the effect of coronary stenosis on the overall situation and the associated observed changes. As part of the current review, the case team, while comparing the available options.",0.0571428571428571,1,-0.143106269836426,0.006962067913264,1.50993377483444,0,en,0,0,0,35,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0327_05,S0327,train,"The specialist discussed the documented issue involving contract performance during the latest screening; at the current stage, the current reviewer, while considering the current evidence. The record specifically references force majeure.","The specialist discussed the documented issue involving contract performance during the latest screening at the current stage, the current reviewer, while considering the current evidence. The record specifically references force Majora.",0.0645161290322581,1,-0.302409913804796,0.0056905606761574,1.52903225806452,0,en,1,0,0,31,0.032258064516129,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0483_09,S0483,train,"The professional handling the matter is reviewing the effect of embedding on the overall situation and the associated observed changes; at the next decision point, the technical or professional team, after the latest information was reviewed.","The professional handling the matter is reviewing the effect of embedding on the overall situation and the associated observed changes. At the next decision point, the technical or professional team after the latest information was reviewed.",0.0833333333333333,1,-0.216387301075215,0.0084809167310595,1.55483870967742,0,en,0,0,0,36,0.0,technology,technology,1,584,1,36,0.9982905982905984,0.9419354838709676,111,89,946,19884,0.05763427881713941,584,1,36,0.9982905982905983,0.9419354838709677
nlu_0395_03,S0395,train,"The current available evidence requires further authorization, especially in relation to the relationship between deposition and witness testimony; after the latest information became available, the relevant team, before the matter is finalized. The discussion also considers witness testimony.","The current available evidence requires further authorization, especially in relation to the relationship between deposition and witness testimony. After the latest information became available, the relevant team, before the matter, is finalized. The discussion also considers witness testimony.",0.0789473684210526,1,-0.103932338101523,0.0084533896297216,1.62983425414365,0,en,0,0,0,38,0.0,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0546_10,S0546,train,"I need some information because I want to check train status; at the current stage, the technical or professional team, while comparing the available options.","I need some information because I want to check train status. At the current stage, the technical or professional team while comparing the available options.",0.12,1,-0.27677800314767,0.0049723223783075,1.30833333333333,0,en,0,0,0,25,0.0,general,general,1,1000,0,0,1.0,1.0,58,1,410,23320,0.020111492281303604,1000,0,0,1.0,1.0
nlu_0384_03,S0384,train,"The current available evidence requires further exposure, especially in relation to the relationship between plaintiff and claim; at the current stage, the reviewing organization, while comparing the available options. The discussion also considers claim.","The current available evidence requires further exposure, especially in relation to the relationship between plaintiff and claim, at the current stage, the reviewing organization, while comparing the available options. The discussion also considers claim.",0.0294117647058824,1,-0.248533323699353,0.007766812108457,1.52694610778443,0,en,0,0,0,34,0.0,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0166_03,S0166,validation,"The current available evidence requires further monitoring, especially in relation to the relationship between warfarin and anticoagulation; after the latest information became available, the current reviewer, while comparing the available options. The discussion also considers anticoagulation.","The current available evidence requires further monitoring, especially in relation to the relationship between Warfarin and anti-coagulation. After the latest information became available, the current reviewer, while comparing the available options. The discussion also considers anti-coagulation.",0.111111111111111,1,-0.156432798353292,0.0093530118465423,1.61413043478261,0,en,2,0,2,36,0.1111111111111111,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0008_10,S0008,train,"Further authorization is needed before a final decision is made about the decision surrounding coronary occlusion; following the previous discussion, the current reviewer, after the latest information was reviewed. The record specifically references myocardial ischemia.","Further authorization is needed before a final decision is made about the decision surrounding coronary occlusion. Following the previous discussion, the current reviewer, after the latest information was reviewed. The record specifically references myocardial ischemia.",0.0571428571428571,1,-0.117889872137106,0.0098121911287307,1.54285714285714,0,en,0,0,0,35,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0097_05,S0097,train,"The specialist discussed the documented issue involving seizure activity during the latest review; following the previous discussion, the assigned professional, before the next decision. The record specifically references seizure disorder.","The specialist discussed the documented issue involving seizure activity during the latest review, following the previous discussion, the assigned professional, before the next decision. The record specifically references seizure disorder.",0.0333333333333333,1,-0.289797522804954,0.0065600667148828,1.53205128205128,0,en,0,0,0,30,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0093_07,S0093,train,"The latest response focused on the evidence related to electroencephalography; during the ongoing evaluation, the relevant team, before the next decision. The discussion also considers seizure disorder.","The latest response focused on the evidence related to electroencephalography during the ongoing evaluation, the relevant team, before the next decision. The discussion also considers seizure disorder.",0.037037037037037,1,-0.163163527464255,0.0057008564472198,1.44604316546763,0,en,0,0,0,27,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0080_05,S0080,train,"The specialist discussed the documented issue involving cerebral infarction during the latest report; following the previous discussion, the assigned professional, while considering the current evidence. The record specifically references ischemic stroke.","The specialist discussed the documented issue involving cerebral infarction during the latest report, following the previous discussion, the assigned professional, while considering the current evidence. The record specifically references ischemic stroke.",0.032258064516129,1,-0.138012774447177,0.0071478928439319,1.53614457831325,0,en,0,0,0,31,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
